Assembly	final.contigs
# contigs (>= 0 bp)	3035
# contigs (>= 1000 bp)	2290
# contigs (>= 5000 bp)	656
# contigs (>= 10000 bp)	127
# contigs (>= 25000 bp)	1
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	9899308
Total length (>= 1000 bp)	9482580
Total length (>= 5000 bp)	5231386
Total length (>= 10000 bp)	1632766
Total length (>= 25000 bp)	33760
Total length (>= 50000 bp)	0
# contigs	2719
Largest contig	33760
Total length	9792231
Reference length	9714864
N50	5306
N75	3113
L50	591
L75	1193
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	98.780
Duplication ratio	1.020
# N's per 100 kbp	0.00
# mismatches per 100 kbp	0.81
# indels per 100 kbp	0.00
Largest alignment	33760
NA50	5306
NA75	3113
LA50	591
LA75	1193
