All statistics are based on contigs of size >= 500 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                         final.contigs
# misassemblies                  5            
    # relocations                5            
    # translocations             0            
    # inversions                 0            
# possibly misassembled contigs  2            
# misassembled contigs           4            
Misassembled contigs length      26942        
# local misassemblies            1            
# mismatches                     1770         
# indels                         7            
    # short indels               6            
    # long indels                1            
Indels length                    14           
