Assembly	scaffolds
# contigs (>= 0 bp)	27
# contigs (>= 1000 bp)	3
# contigs (>= 5000 bp)	1
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	15868
Total length (>= 1000 bp)	8216
Total length (>= 5000 bp)	5574
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	6
Largest contig	5574
Total length	10576
Reference length	4641652
N50	5574
N75	1240
L50	1
L75	3
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 2 part
Unaligned length	62
Genome fraction (%)	0.224
Duplication ratio	1.009
# N's per 100 kbp	538.96
# mismatches per 100 kbp	662.25
# indels per 100 kbp	163.16
Largest alignment	5542
NA50	5542
NA75	1228
LA50	1
LA75	3
