All statistics are based on contigs of size >= 500 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                         final.contigs
# misassemblies                  12           
    # relocations                12           
    # translocations             0            
    # inversions                 0            
# possibly misassembled contigs  0            
# misassembled contigs           12           
Misassembled contigs length      14988        
# local misassemblies            0            
# mismatches                     6831         
# indels                         8            
    # short indels               8            
    # long indels                0            
Indels length                    8            
