Assembly	scaffolds
# contigs (>= 1000 bp)	22
# contigs (>= 5000 bp)	19
# contigs (>= 10000 bp)	19
# contigs (>= 25000 bp)	17
# contigs (>= 50000 bp)	16
Total length (>= 1000 bp)	4609155
Total length (>= 5000 bp)	4602598
Total length (>= 10000 bp)	4602598
Total length (>= 25000 bp)	4568433
Total length (>= 50000 bp)	4529848
# contigs	23
Largest contig	1053360
Total length	4609731
Reference length	4641652
GC (%)	50.78
Reference GC (%)	50.79
N50	451601
NG50	451601
N75	178093
NG75	178093
L50	4
LG50	4
L75	7
LG75	7
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	99.309
Duplication ratio	1.000
# N's per 100 kbp	0.22
# mismatches per 100 kbp	181.32
# indels per 100 kbp	0.72
Largest alignment	1053360
NA50	451601
NGA50	451601
NA75	178093
NGA75	178093
LA50	4
LGA50	4
LA75	7
LGA75	7
