Assembly	scaffolds
# contigs (>= 0 bp)	95
# contigs (>= 1000 bp)	67
# contigs (>= 5000 bp)	49
# contigs (>= 10000 bp)	46
# contigs (>= 25000 bp)	40
# contigs (>= 50000 bp)	27
Total length (>= 0 bp)	4565404
Total length (>= 1000 bp)	4557596
Total length (>= 5000 bp)	4517905
Total length (>= 10000 bp)	4493834
Total length (>= 25000 bp)	4404514
Total length (>= 50000 bp)	3947084
# contigs	73
Largest contig	327052
Total length	4561806
Reference length	4641652
N50	173973
N75	87064
L50	10
L75	20
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	3
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	98.228
Duplication ratio	1.001
# N's per 100 kbp	0.00
# mismatches per 100 kbp	61.19
# indels per 100 kbp	8.31
Largest alignment	327052
NA50	173973
NA75	87064
LA50	10
LA75	20
