Assembly	scaffolds
# contigs (>= 1000 bp)	5
# contigs (>= 5000 bp)	5
# contigs (>= 10000 bp)	5
# contigs (>= 25000 bp)	5
# contigs (>= 50000 bp)	4
Total length (>= 1000 bp)	616744
Total length (>= 5000 bp)	616744
Total length (>= 10000 bp)	616744
Total length (>= 25000 bp)	616744
Total length (>= 50000 bp)	591579
# contigs	5
Largest contig	283870
Total length	616744
Reference length	4641652
GC (%)	51.00
Reference GC (%)	50.78
N50	132188
N75	108452
L50	2
L75	3
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 5 part
Unaligned length	596151
Genome fraction (%)	0.444
Duplication ratio	1.000
# N's per 100 kbp	0.00
# mismatches per 100 kbp	4696.00
# indels per 100 kbp	19.43
Largest alignment	5186
NGA50	-
