Assembly	scaffolds
# contigs (>= 1000 bp)	1
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	1389
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	2
Largest contig	1389
Total length	1918
Reference length	4641652
GC (%)	49.53
Reference GC (%)	50.78
N50	1389
N75	529
L50	1
L75	2
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 1 part
Unaligned length	454
Genome fraction (%)	0.031
Duplication ratio	1.004
# N's per 100 kbp	0.00
# mismatches per 100 kbp	4595.34
# indels per 100 kbp	0.00
Largest alignment	935
NA50	523
NGA50	-
NA75	523
LA50	2
LA75	2
