Assembly	scaffolds
# contigs (>= 1000 bp)	68
# contigs (>= 5000 bp)	52
# contigs (>= 10000 bp)	47
# contigs (>= 25000 bp)	41
# contigs (>= 50000 bp)	27
Total length (>= 1000 bp)	4559108
Total length (>= 5000 bp)	4522732
Total length (>= 10000 bp)	4485521
Total length (>= 25000 bp)	4394531
Total length (>= 50000 bp)	3908847
# contigs	70
Largest contig	327061
Total length	4560582
Reference length	4641652
GC (%)	50.75
Reference GC (%)	50.79
N50	173797
NG50	173797
N75	87010
NG75	78610
L50	10
LG50	10
L75	20
LG75	21
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	5
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	98.204
Duplication ratio	1.000
# N's per 100 kbp	0.00
# mismatches per 100 kbp	60.22
# indels per 100 kbp	8.88
Largest alignment	327061
NA50	172281
NGA50	172281
NA75	87010
NGA75	78610
LA50	10
LGA50	10
LA75	20
LGA75	21
