Assembly	scaffolds
# contigs (>= 1000 bp)	92
# contigs (>= 5000 bp)	61
# contigs (>= 10000 bp)	56
# contigs (>= 25000 bp)	45
# contigs (>= 50000 bp)	28
Total length (>= 1000 bp)	4315187
Total length (>= 5000 bp)	4243195
Total length (>= 10000 bp)	4202941
Total length (>= 25000 bp)	4025078
Total length (>= 50000 bp)	3420432
# contigs	129
Largest contig	317313
Total length	4339480
Reference length	4641652
GC (%)	50.79
Reference GC (%)	50.78
N50	96440
NG50	94928
N75	59591
NG75	48192
L50	12
LG50	14
L75	26
LG75	30
# misassemblies	18
# misassembled contigs	2
Misassembled contigs length	302873
# local misassemblies	4
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	87.559
Duplication ratio	1.068
# N's per 100 kbp	1.20
# mismatches per 100 kbp	1010.92
# indels per 100 kbp	0.89
Largest alignment	317313
NA50	86515
NGA50	83030
NA75	48192
NGA75	36005
LA50	13
LGA50	15
LA75	29
LGA75	35
