Assembly	contigs
# contigs (>= 0 bp)	6199
# contigs (>= 1000 bp)	312
# contigs (>= 5000 bp)	1
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	3040535
Total length (>= 1000 bp)	410767
Total length (>= 5000 bp)	6365
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	2136
Largest contig	6365
Total length	1647157
Reference length	4641652
GC (%)	50.70
Reference GC (%)	50.79
N50	765
N75	614
L50	791
L75	1393
# misassemblies	34
# misassembled contigs	34
Misassembled contigs length	49585
# local misassemblies	1
# unaligned contigs	5 + 11 part
Unaligned length	5103
Genome fraction (%)	35.258
Duplication ratio	1.003
# N's per 100 kbp	0.00
# mismatches per 100 kbp	1443.09
# indels per 100 kbp	1.41
Largest alignment	6022
NA50	759
NGA50	-
NA75	607
LA50	804
LA75	1412
