All statistics are based on contigs of size >= 500 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                           scaffolds
# misassemblies                    1        
    # relocations                  0        
    # translocations               0        
    # inversions                   0        
    # interspecies translocations  1        
# possibly misassembled contigs    0        
# misassembled contigs             1        
Misassembled contigs length        478751   
# local misassemblies              3        
# mismatches                       15177    
# indels                           49       
    # short indels                 46       
    # long indels                  3        
Indels length                      124      
