Assembly	scaffolds
# contigs (>= 1000 bp)	6
# contigs (>= 5000 bp)	5
# contigs (>= 10000 bp)	5
# contigs (>= 25000 bp)	5
# contigs (>= 50000 bp)	5
Total length (>= 1000 bp)	1462865
Total length (>= 5000 bp)	1461795
Total length (>= 10000 bp)	1461795
Total length (>= 25000 bp)	1461795
Total length (>= 50000 bp)	1461795
# contigs	8
Largest contig	768359
Total length	1464394
Reference length	4641652
GC (%)	50.04
Reference GC (%)	50.78
N50	768359
N75	176518
L50	1
L75	3
# misassemblies	14
# misassembled contigs	1
Misassembled contigs length	768359
# local misassemblies	0
# unaligned contigs	0 + 4 part
Unaligned length	686848
Genome fraction (%)	13.248
Duplication ratio	1.264
# N's per 100 kbp	1.16
# mismatches per 100 kbp	1410.89
# indels per 100 kbp	1.46
Largest alignment	111117
NGA50	-
