Assembly	final.contigs
# contigs (>= 1000 bp)	1383
# contigs (>= 5000 bp)	1
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	2195389
Total length (>= 5000 bp)	6977
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	4018
Largest contig	6977
Total length	4049564
Reference length	4641652
GC (%)	50.76
Reference GC (%)	50.79
N50	1063
NG50	949
N75	747
NG75	635
L50	1218
LG50	1512
L75	2367
LG75	3013
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	81.178
Duplication ratio	1.075
# N's per 100 kbp	0.00
# mismatches per 100 kbp	362.63
# indels per 100 kbp	0.27
Largest alignment	6977
NA50	1063
NGA50	949
NA75	747
NGA75	635
LA50	1218
LGA50	1512
LA75	2368
LGA75	3013
