strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	1127.0	1128.0	1120.0	1113.0
Shigella_flexneri_2a_str._2457T	2677.0	2809.0	2797.0	2654.0
Porphyromonas_gingivalis	1452.0	1435.0	1465.0	1421.0
Corynebacterium_diphtheriae	1437.0	1464.0	1424.0	1451.0
Mycobacterium_leprae	1990.0	2019.0	2036.0	2007.0
Chlorobaculum_tepidum	1265.0	1277.0	1278.0	1285.0
not	NA	1.0	NA	1.0
Enterococcus_faecalis	2040.0	2055.0	2038.0	2058.0
Tropheryma_whipplei_str._Twist	560.0	558.0	555.0	564.0
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	2167.0	NA	2137.0	NA
Thermoplasma_acidophilum	953.0	959.0	947.0	958.0
Fibrobacter_succinogenes_subsp._succinogenes_S85	4453.0	NA	4479.0	NA
Sulfolobus_tokodaii	1835.0	1802.0	1812.0	1822.0
Chromobacterium_violaceum	3018.0	2989.0	3041.0	3003.0
Neisseria_meningitidis_serogroup_A	1395.0	1331.0	1382.0	1341.0
Neisseria_meningitidis_serogroup_B	1360.0	1336.0	1344.0	1372.0
Mycoplasma_pneumoniae	489.0	484.0	502.0	507.0
Bifidobacterium_longum	1397.0	1358.0	1408.0	1348.0
Synechocystis_sp._PCC_6803	2156.0	2190.0	2174.0	2135.0
Pyrococcus_horikoshii	1061.0	1053.0	1038.0	1053.0
Bordetella_parapertussis	3134.0	3163.0	3175.0	3193.0
Photorhabdus_luminescens_subsp._laumondii	NA	7066.0	NA	7002.0
Thermotoga_maritima	1041.0	1032.0	1066.0	1053.0
Streptococcus_agalactiae_serogroup_V	1327.0	1338.0	1351.0	1316.0
Lactobacillus_plantarum	1945.0	1963.0	1967.0	1938.0
Listeria_monocytogenes	1862.0	1863.0	1882.0	1845.0
Methanosarcina_mazei	2568.0	2544.0	2521.0	2547.0
Oceanobacillus_iheyensis	2253.0	2239.0	2233.0	2214.0
Chlamydophila_caviae	720.0	718.0	725.0	707.0
Solibacter_usitatus_Ellin6076	6270.0	6222.0	6199.0	6164.0
Shigella_flexneri	2809.0	2651.0	2783.0	2673.0
Prochlorococcus_marinus_str._MIT_9313	1446.0	1457.0	1454.0	1450.0
Mycoplasma_mobile_163K	574.0	553.0	562.0	568.0
Tropheryma_whipplei_TW0827	587.0	593.0	575.0	573.0
Chlamydia_trachomatis	653.0	655.0	662.0	644.0
Methanopyrus_kandleri	1048.0	1062.0	1060.0	1074.0
Pseudomonas_syringae_pv._tomato	3912.0	3807.0	3837.0	3876.0
Caenorhabditis_briggsae	9683.0	9709.0	9801.0	9785.0
Rhodopseudomonas_palustris	3498.0	3472.0	3501.0	3455.0
Gloeobacter_violaceus	2872.0	2833.0	2859.0	2845.0
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	2111.0	NA	2126.0
Rickettsia_conorii	802.0	798.0	785.0	791.0
Leishmania_major	1190.0	1247.0	1237.0	1195.0
Thermoplasma_volcanium	968.0	960.0	964.0	956.0
Pseudomonas_aeruginosa	4737.0	4901.0	4853.0	4695.0
Helicobacter_hepaticus	1142.0	1156.0	1143.0	1133.0
Streptococcus_agalactiae_serogroup_III	1440.0	1426.0	1329.0	1312.0
Mycoplasma_genitalium	402.0	404.0	413.0	409.0
Haemophilus_influenzae	1178.0	1191.0	1180.0	1192.0
Pasteurella_multocida	1440.0	1443.0	1453.0	1457.0
Prochlorococcus_marinus	1623.0	1665.0	1643.0	1644.0
Corynebacterium_glutamicum	1971.0	2000.0	2016.0	1986.0
Archaeoglobus_fulgidus	1353.0	1356.0	1361.0	1365.0
Bacillus_subtilis	2407.0	2391.0	2434.0	2413.0
Staphylococcus_aureus_subsp._aureus_N315	3643.0	NA	3674.0	NA
Corynebacterium_efficiens	2030.0	1960.0	2019.0	1977.0
Geobacter_sulfurreducens	2337.0	2313.0	2314.0	2296.0
Yersinia_pestis_KIM	2748.0	2719.0	2803.0	2779.0
Bacillus_cereus_ATCC_10987	3303.0	3342.0	3298.0	3336.0
Pseudomonas_putida_KT2440	3748.0	3783.0	3805.0	3765.0
Sinorhizobium_meliloti	2338.0	2305.0	2318.0	2282.0
Lactobacillus_johnsonii	1291.0	1297.0	1278.0	1298.0
Chlamydophila_pneumoniae_CWL029	718.0	713.0	717.0	714.0
Streptomyces_coelicolor	6018.0	5997.0	5936.0	5924.0
Helicobacter_pylori	1049.0	1044.0	1041.0	1054.0
Buchnera_aphidicola_Schizaphis_graminum	NA	2447.0	NA	2417.0
Rickettsia_prowazekii	743.0	749.0	752.0	739.0
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	NA	1030.0	NA	1016.0
Synechococcus_sp._WH_8102	1498.0	1494.0	1506.0	1485.0
Nitrosomonas_europaea	1683.0	1696.0	1641.0	1659.0
Mycoplasma_penetrans	965.0	970.0	981.0	954.0
Bacillus_anthracis_str._Ames	3282.0	3272.0	3319.0	3311.0
Chlamydophila_pneumoniae_AR39	736.0	756.0	745.0	749.0
Escherichia_coli	3061.0	3064.0	3031.0	3033.0
Xylella_fastidiosa_Temecula1	1459.0	1473.0	1483.0	1447.0
Treponema_denticola	1725.0	1705.0	1744.0	1687.0
Helicobacter_pylori_J99	1028.0	1057.0	1038.0	1068.0
Bacillus_cereus_ATCC_14579	3335.0	3362.0	3396.0	3304.0
Mycobacterium_avium_subsp._paratuberculosis	NA	6378.0	NA	6445.0
Sulfolobus_solfataricus	1711.0	1664.0	1694.0	1675.0
Lactococcus_lactis_subsp._lactis	1478.0	1523.0	1504.0	1491.0
Xanthomonas_axonopodis_pv._citri	3286.0	3319.0	3318.0	3278.0
Borrelia_burgdorferi	637.0	623.0	618.0	629.0
Staphylococcus_aureus_subsp._aureus_MW2	3666.0	NA	3713.0	NA
Bordetella_bronchiseptica	3501.0	3451.0	3484.0	3553.0
Mycobacterium_tuberculosis_CDC1551	2907.0	2876.0	2934.0	2913.0
Dehalococcoides_ethenogenes_195	832.0	826.0	890.0	884.0
Haemophilus_ducreyi	1081.0	1029.0	1072.0	1046.0
Mycobacterium_tuberculosis_H37Rv	2866.0	2895.0	2873.0	2843.0
Clostridium_tetani	1870.0	1890.0	1875.0	1896.0
Pyrococcus_furiosus	1138.0	1118.0	1124.0	1109.0
Acidobacterium_capsulatum_ATCC_51196	2439.0	2468.0	2473.0	2460.0
Xanthomonas_campestris_pv._campestris	3260.0	3253.0	3287.0	3286.0
Streptococcus_pneumoniae_R6	1260.0	1255.0	1249.0	1243.0
Wolinella_succinogenes	1242.0	1235.0	1250.0	1236.0
Streptococcus_pyogenes_MGAS315	1218.0	1207.0	1212.0	1215.0
Methanosarcina_acetivorans	3495.0	3468.0	3476.0	3502.0
Streptococcus_pyogenes	1089.0	1099.0	1082.0	1090.0
Aquifex_aeolicus	954.0	965.0	964.0	958.0
Clostridium_acetobutylicum	2577.0	2553.0	2525.0	2551.0
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	4452.0	NA	4404.0	NA
Streptococcus_pneumoniae	1325.0	1328.0	1335.0	1340.0
Methanococcus_maripaludis	1115.0	1100.0	1108.0	1126.0
Cyanidioschyzon_merolae	940.0	982.0	971.0	955.0
Clostridium_perfringens	2419.0	2386.0	2391.0	2419.0
Streptococcus_pyogenes_MGAS8232	1136.0	1163.0	1146.0	1168.0
Ralstonia_solanacearum	2186.0	2216.0	2220.0	2245.0
Ureaplasma_parvum	508.0	517.0	520.0	513.0
Mycoplasma_gallisepticum	662.0	670.0	694.0	685.0
Methanocaldococcus_jannaschii	1071.0	1077.0	1089.0	1059.0
Staphylococcus_epidermidis	1629.0	1651.0	1611.0	1640.0
Buchnera_aphidicola_Acyrthosiphon_pisum	851.0	NA	863.0	NA
Mycoplasma_mycoides_subsp._mycoides_SC	887.0	878.0	725.0	737.0
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	5593.0	NA	5636.0
Escherichia_coli_O157_H7_EDL933	3342.0	3365.0	3195.0	3176.0
Bordetella_pertussis	2620.0	2750.0	2648.0	2782.0
Streptococcus_pyogenes_SSI-1	1169.0	1190.0	1173.0	1180.0
Aeropyrum_pernix	1029.0	1022.0	1032.0	1019.0
Wolbachia_sp._wMel	805.0	814.0	799.0	790.0
Pyrococcus_abyssi	1070.0	1067.0	1080.0	1060.0
Shewanella_oneidensis	3008.0	3053.0	3075.0	2992.0
Mycobacterium_bovis	2796.0	2773.0	2803.0	2776.0
Streptococcus_mutans	1277.0	1296.0	1290.0	1306.0
Vibrio_cholerae	2412.0	2416.0	2390.0	2390.0
Coxiella_burnetii	1325.0	1342.0	1276.0	1266.0
Chlamydophila_pneumoniae_TW-183	741.0	767.0	775.0	749.0
Candidatus_Blochmannia_floridanus	478.0	484.0	487.0	482.0
Pyrobaculum_aerophilum	1347.0	1327.0	1336.0	1317.0
Escherichia_coli_O157_H7	3264.0	3238.0	3305.0	3336.0
Listeria_monocytogenes_str._4b_F2365	1855.0	1816.0	1840.0	1836.0
Listeria_innocua	1936.0	1953.0	1904.0	1927.0
Mycoplasma_pulmonis	654.0	651.0	643.0	645.0
Nanoarchaeum_equitans	331.0	334.0	327.0	330.0
Treponema_pallidum	664.0	669.0	665.0	669.0
Streptomyces_avermitilis	5956.0	6043.0	6037.0	5960.0
Staphylococcus_aureus_subsp._aureus_Mu50	3909.0	NA	3867.0	NA
Xylella_fastidiosa	1459.0	1511.0	1476.0	1515.0
Buchnera_aphidicola_Baizongia_pistaciae	NA	856.0	NA	844.0
Thermoanaerobacter_tengcongensis	1709.0	1664.0	1683.0	1723.0
Bradyrhizobium_japonicum	5773.0	5785.0	5716.0	5728.0
Corynebacterium_glutamicum_ATCC_13032	1966.0	1926.0	1948.0	1947.0
Caulobacter_vibrioides	2594.0	2596.0	2564.0	2567.0
