strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	4255	1161	4255	NA
Shigella_flexneri_2a_str._2457T	2912	2924	NA	NA
Porphyromonas_gingivalis	3024	620	3011	NA
Corynebacterium_diphtheriae	3687	546	3687	592
Mycobacterium_leprae	3497	690	3465	NA
Chlorobaculum_tepidum	3429	3388	738	NA
Enterococcus_faecalis	848	3749	3705	NA
Tropheryma_whipplei_str._Twist	641	3143	3150	NA
Escherichia_coli_O157_H7	3208	3200	643	NA
Thermoplasma_acidophilum	945	3690	3678	NA
Fibrobacter_succinogenes_subsp._succinogenes_S85	3507	NA	3507	NA
Sulfolobus_tokodaii	3654	3654	581	549
Chromobacterium_violaceum	3704	687	3699	NA
Neisseria_meningitidis_serogroup_A	2721	2714	522	NA
Neisseria_meningitidis_serogroup_B	2503	2574	NA	NA
Mycoplasma_pneumoniae	3287	3287	929	NA
Bifidobacterium_longum	3543	660	3550	NA
Synechocystis_sp._PCC_6803	3591	3591	578	603
Pyrococcus_horikoshii	3516	654	595	3516
Bordetella_parapertussis	693	3886	3881	NA
Photorhabdus_luminescens_subsp._laumondii	NA	3048	NA	3048
Thermotoga_maritima	3589	544	646	3559
Streptococcus_agalactiae_serogroup_V	3642	547	3657	514
Lactobacillus_plantarum	733	3562	3475	NA
Listeria_monocytogenes	540	645	3846	3827
Helicobacter_pylori	3329	3311	647	NA
Methanosarcina_mazei	3260	3234	556	NA
Oceanobacillus_iheyensis	3770	607	3823	515
Chlamydophila_caviae	959	3692	3692	NA
Solibacter_usitatus_Ellin6076	3651	3660	551	588
Shigella_flexneri	2846	582	2830	NA
Prochlorococcus_marinus_str._MIT_9313	589	3452	3452	559
Mycoplasma_mobile_163K	4350	532	4401	535
Mycoplasma_genitalium	4313	1281	4282	NA
Chlamydia_trachomatis	964	4087	NA	4087
Methanopyrus_kandleri	1081	4124	4124	NA
Pseudomonas_syringae_pv._tomato	3455	569	3454	NA
Caenorhabditis_briggsae	2514	2497	NA	NA
Bacillus_anthracis_str._Ames	4177	4164	847	NA
Gloeobacter_violaceus	3618	532	3601	674
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	3547	NA	3547
Rickettsia_conorii	766	4504	4504	NA
Leishmania_major	3098	3072	NA	NA
Thermoplasma_volcanium	522	3430	3447	697
Pseudomonas_aeruginosa	3656	686	3582	NA
Helicobacter_hepaticus	692	3794	512	3794
Streptococcus_agalactiae_serogroup_III	3568	3556	NA	NA
Tropheryma_whipplei_TW0827	3325	734	3325	NA
Haemophilus_influenzae	3474	3469	727	NA
Pasteurella_multocida	3710	775	3673	NA
Prochlorococcus_marinus	3403	755	3397	NA
Corynebacterium_glutamicum	3076	623	NA	3105
Archaeoglobus_fulgidus	3564	3642	642	546
Bacillus_subtilis	3545	644	520	3504
Staphylococcus_aureus_subsp._aureus_N315	4023	NA	4023	NA
Corynebacterium_efficiens	554	530	3508	3529
Geobacter_sulfurreducens	3880	3900	519	700
Yersinia_pestis_KIM	3203	3135	643	NA
Bacillus_cereus_ATCC_10987	673	3415	3416	NA
Pseudomonas_putida_KT2440	555	3645	584	3619
Sinorhizobium_meliloti	3659	796	3648	NA
Lactobacillus_johnsonii	3927	3985	768	NA
Chlamydophila_pneumoniae_CWL029	544	711	3598	3619
Streptomyces_coelicolor	4219	4229	510	635
Streptomyces_avermitilis	859	4167	4177	NA
Dehalococcoides_ethenogenes_195	3353	3305	NA	NA
Rickettsia_prowazekii	1449	4961	4961	NA
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	5426	NA	5426	NA
Synechococcus_sp._WH_8102	3689	3734	938	NA
Nitrosomonas_europaea	3403	3416	568	NA
Mycoplasma_penetrans	4330	4330	608	NA
Rhodopseudomonas_palustris	3912	3956	515	683
Chlamydophila_pneumoniae_AR39	707	3279	3282	NA
Escherichia_coli	3466	3445	737	NA
Xylella_fastidiosa_Temecula1	3395	590	3395	NA
Treponema_denticola	668	3812	NA	3869
Helicobacter_pylori_J99	3598	3591	NA	598
Bacillus_cereus_ATCC_14579	3841	508	640	3825
Mycobacterium_avium_subsp._paratuberculosis	NA	3935	NA	3935
Sulfolobus_solfataricus	3024	510	3044	NA
Lactococcus_lactis_subsp._lactis	550	3795	3805	NA
Xanthomonas_axonopodis_pv._citri	537	3875	622	3863
Borrelia_burgdorferi	519	4182	635	4182
Staphylococcus_aureus_subsp._aureus_MW2	4001	NA	4001	NA
Bordetella_bronchiseptica	3931	3916	679	NA
Mycobacterium_tuberculosis_CDC1551	3474	3469	789	NA
Buchnera_aphidicola_Schizaphis_graminum	NA	3571	NA	3571
Haemophilus_ducreyi	3512	3511	728	NA
Mycobacterium_tuberculosis_H37Rv	902	3723	3754	NA
Clostridium_tetani	561	4602	4644	561
Streptococcus_pyogenes_SSI-1	3361	3361	717	NA
Acidobacterium_capsulatum_ATCC_51196	778	3631	3661	NA
Xanthomonas_campestris_pv._campestris	672	3849	3860	NA
Streptococcus_pneumoniae_R6	530	3551	3551	585
Wolinella_succinogenes	3495	3471	672	NA
Streptococcus_pyogenes_MGAS315	571	3615	3658	524
Methanosarcina_acetivorans	2939	2901	554	NA
Streptococcus_pyogenes	3671	719	3703	NA
Aquifex_aeolicus	3954	809	4003	NA
Clostridium_acetobutylicum	632	4381	4365	511
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	3792	NA	3792	NA
Streptococcus_pneumoniae	690	3498	3478	NA
Methanococcus_maripaludis	800	3936	3850	NA
Cyanidioschyzon_merolae	543	2863	2844	551
Clostridium_perfringens	4344	4369	552	587
Streptococcus_pyogenes_MGAS8232	663	3314	3327	NA
Ralstonia_solanacearum	691	4183	4071	NA
Ureaplasma_parvum	502	5399	614	5399
Mycoplasma_gallisepticum	3909	772	3909	NA
Methanocaldococcus_jannaschii	4003	573	3959	574
Staphylococcus_epidermidis	4447	1065	4460	NA
Buchnera_aphidicola_Acyrthosiphon_pisum	4614	NA	4614	NA
Mycoplasma_mycoides_subsp._mycoides_SC	2882	2878	NA	NA
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	3514	NA	3514	NA
Escherichia_coli_O157_H7_EDL933	3055	591	3029	NA
Bordetella_pertussis	3205	3234	NA	NA
Pyrococcus_furiosus	3412	668	3404	525
Aeropyrum_pernix	4245	567	4245	667
Wolbachia_sp._wMel	2996	2977	NA	NA
Pyrococcus_abyssi	939	3781	3798	NA
Shewanella_oneidensis	3203	544	3201	NA
Mycobacterium_bovis	3937	3976	722	NA
Streptococcus_mutans	620	3974	3953	NA
Vibrio_cholerae	513	645	3291	3291
Coxiella_burnetii	2934	2963	NA	NA
Chlamydophila_pneumoniae_TW-183	3946	588	4028	678
Candidatus_Blochmannia_floridanus	5432	5432	1055	NA
Pyrobaculum_aerophilum	3518	3482	516	730
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	4414	NA	4414	NA
Listeria_monocytogenes_str._4b_F2365	533	4073	668	4073
Listeria_innocua	3609	3614	1088	NA
Mycoplasma_pulmonis	3963	606	NA	3963
Nanoarchaeum_equitans	611	4907	533	4907
Treponema_pallidum	552	3356	591	3356
Staphylococcus_aureus_subsp._aureus_Mu50	NA	4184	NA	4184
Xylella_fastidiosa	576	3138	3148	NA
Buchnera_aphidicola_Baizongia_pistaciae	NA	4800	NA	4800
Thermoanaerobacter_tengcongensis	3259	3244	553	NA
Bradyrhizobium_japonicum	3763	680	3786	NA
Corynebacterium_glutamicum_ATCC_13032	510	652	3533	3530
Caulobacter_vibrioides	3866	545	611	3858
Onion_yellows_phytoplasma	514	2940	2826	NA
Mesorhizobium_loti	3910	880	3932	NA
Fusobacterium_nucleatum_subsp._nucleatum	4410	NA	4410	NA
Bdellovibrio_bacteriovorus	679	577	3582	3533
Yersinia_pestis	3406	3387	621	NA
Chlamydia_muridarum	567	627	3989	3989
Salmonella_typhi	569	594	3465	3460
Bacillus_halodurans	582	3360	3357	NA
Bacteroides_thetaiotaomicron	680	3555	507	3533
Synechococcus_elongatus	544	3712	3722	631
Thermus_thermophilus_HB27	827	4122	NA	4134

