strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	885	745	757	871
Shigella_flexneri_2a_str._2457T	810	730	858	774
Porphyromonas_gingivalis	832	747	849	778
Corynebacterium_diphtheriae	861	778	774	867
Photorhabdus_luminescens_subsp._laumondii	1126	NA	1126	NA
Chlorobaculum_tepidum	870	769	864	787
Enterococcus_faecalis	859	781	767	880
Tropheryma_whipplei_str._Twist	761	859	834	795
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	1119	NA	1119	NA
Thermoplasma_acidophilum	798	886	800	874
Fibrobacter_succinogenes_subsp._succinogenes_S85	1201	NA	1201	NA
Sulfolobus_tokodaii	868	752	754	861
Chromobacterium_violaceum	786	905	881	762
Neisseria_meningitidis_serogroup_A	842	732	814	765
Neisseria_meningitidis_serogroup_B	730	854	766	800
Mycoplasma_pneumoniae	758	882	821	899
Bifidobacterium_longum	778	768	875	868
Synechocystis_sp._PCC_6803	866	776	857	779
Pyrococcus_horikoshii	876	779	860	776
Bordetella_parapertussis	886	887	769	761
Mycobacterium_leprae	769	862	862	777
Thermotoga_maritima	890	886	810	814
Streptococcus_agalactiae_serogroup_V	886	884	769	761
Lactobacillus_plantarum	875	779	798	876
Listeria_monocytogenes	789	781	904	892
Methanosarcina_mazei	855	827	777	742
Oceanobacillus_iheyensis	864	762	867	778
Chlamydophila_caviae	765	892	794	873
Solibacter_usitatus_Ellin6076	867	774	865	775
Caenorhabditis_briggsae	727	823	696	786
Prochlorococcus_marinus_str._MIT_9313	777	872	782	862
Mycoplasma_mobile_163K	745	704	857	879
Mycoplasma_genitalium	844	743	836	702
Chlamydia_trachomatis	770	909	887	815
Methanopyrus_kandleri	870	771	770	877
Pseudomonas_syringae_pv._tomato	775	765	863	870
Shigella_flexneri	804	729	847	767
Rhodopseudomonas_palustris	775	891	881	776
Xanthomonas_campestris_pv._campestris	863	751	757	866
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	1193	NA	1193
Rickettsia_conorii	813	775	892	918
Leishmania_major	728	773	854	823
Thermoplasma_volcanium	897	897	792	783
Pseudomonas_aeruginosa	851	864	737	757
Helicobacter_hepaticus	762	862	769	873
Streptococcus_agalactiae_serogroup_III	734	847	834	712
Tropheryma_whipplei_TW0827	737	860	791	819
Haemophilus_influenzae	736	840	752	829
Pasteurella_multocida	790	777	874	874
Prochlorococcus_marinus	891	889	785	798
Corynebacterium_glutamicum	775	862	862	773
Archaeoglobus_fulgidus	899	818	797	901
Bacillus_subtilis	898	798	886	793
Staphylococcus_aureus_subsp._aureus_N315	1123	NA	1123	NA
Corynebacterium_efficiens	769	754	871	861
Geobacter_sulfurreducens	873	779	892	779
Yersinia_pestis_KIM	873	866	786	782
Bacillus_cereus_ATCC_10987	845	852	751	737
Pseudomonas_putida_KT2440	776	864	865	764
Sinorhizobium_meliloti	855	757	748	852
Lactobacillus_johnsonii	742	867	866	769
Chlamydophila_pneumoniae_CWL029	940	840	948	846
Streptomyces_coelicolor	884	884	755	737
Staphylococcus_epidermidis	764	884	871	764
Dehalococcoides_ethenogenes_195	844	861	730	757
Rickettsia_prowazekii	815	908	949	766
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	NA	1100	NA	1100
Synechococcus_sp._WH_8102	751	778	863	863
Nitrosomonas_europaea	765	856	783	842
Mycoplasma_penetrans	882	734	881	744
Bacillus_anthracis_str._Ames	770	859	870	749
Chlamydophila_pneumoniae_AR39	839	875	780	762
Escherichia_coli	894	799	790	892
Xylella_fastidiosa_Temecula1	758	860	839	774
Treponema_denticola	767	870	865	764
Helicobacter_pylori_J99	778	743	866	854
Bacillus_cereus_ATCC_14579	877	767	872	768
Mycobacterium_avium_subsp._paratuberculosis	NA	1118	NA	1118
Sulfolobus_solfataricus	857	764	729	809
Lactococcus_lactis_subsp._lactis	734	845	750	832
Xanthomonas_axonopodis_pv._citri	763	888	881	767
Borrelia_burgdorferi	853	759	716	862
Staphylococcus_aureus_subsp._aureus_MW2	1106	NA	1106	NA
Bordetella_bronchiseptica	877	750	738	873
Mycobacterium_tuberculosis_CDC1551	857	738	861	762
Buchnera_aphidicola_Schizaphis_graminum	NA	1082	NA	1082
Haemophilus_ducreyi	768	852	859	766
Mycobacterium_tuberculosis_H37Rv	755	755	871	862
Clostridium_tetani	758	884	891	751
Streptococcus_pyogenes_SSI-1	745	866	785	865
Acidobacterium_capsulatum_ATCC_51196	786	871	879	781
Gloeobacter_violaceus	891	788	883	776
Streptococcus_pneumoniae_R6	760	864	859	761
Wolinella_succinogenes	783	784	869	870
Streptococcus_pyogenes_MGAS315	902	778	789	889
Methanosarcina_acetivorans	871	836	781	738
Streptococcus_pyogenes	868	802	880	763
Aquifex_aeolicus	765	847	848	748
Clostridium_acetobutylicum	908	768	752	891
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	1130	NA	1130	NA
Streptococcus_pneumoniae	778	778	879	873
Methanococcus_maripaludis	751	868	782	885
Cyanidioschyzon_merolae	874	740	783	846
Clostridium_perfringens	880	760	760	903
Streptococcus_pyogenes_MGAS8232	779	865	760	861
Ralstonia_solanacearum	763	878	868	756
Ureaplasma_parvum	737	866	892	725
Mycoplasma_gallisepticum	828	856	731	708
Methanocaldococcus_jannaschii	762	757	871	887
Helicobacter_pylori	761	843	751	849
Buchnera_aphidicola_Acyrthosiphon_pisum	1147	NA	1147	NA
Mycoplasma_mycoides_subsp._mycoides_SC	663	719	584	777
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	1167	NA	1167	NA
Escherichia_coli_O157_H7_EDL933	753	718	798	836
Bordetella_pertussis	829	814	694	716
Pyrococcus_furiosus	891	904	795	793
Aeropyrum_pernix	872	872	777	787
Wolbachia_sp._wMel	805	840	720	733
Pyrococcus_abyssi	788	888	803	890
Shewanella_oneidensis	841	762	858	748
Mycobacterium_bovis	857	863	759	759
Streptococcus_mutans	757	866	765	859
Vibrio_cholerae	885	792	873	781
Coxiella_burnetii	758	850	844	754
Chlamydophila_pneumoniae_TW-183	905	799	884	816
Candidatus_Blochmannia_floridanus	854	854	732	749
Pyrobaculum_aerophilum	884	791	880	787
Escherichia_coli_O157_H7	853	756	873	786
Listeria_monocytogenes_str._4b_F2365	769	879	779	870
Listeria_innocua	765	859	758	861
Mycoplasma_pulmonis	890	871	724	746
Nanoarchaeum_equitans	815	775	943	907
Treponema_pallidum	771	849	785	855
Streptomyces_avermitilis	893	761	754	895
Staphylococcus_aureus_subsp._aureus_Mu50	NA	1108	NA	1108
Xylella_fastidiosa	748	846	780	878
Buchnera_aphidicola_Baizongia_pistaciae	NA	1200	NA	1200
Thermoanaerobacter_tengcongensis	778	738	835	856
Bradyrhizobium_japonicum	764	875	870	772
Corynebacterium_glutamicum_ATCC_13032	779	772	867	865
Caulobacter_vibrioides	881	771	750	869
Onion_yellows_phytoplasma	723	825	597	708
Mesorhizobium_loti	769	885	881	782
Fusobacterium_nucleatum_subsp._nucleatum	NA	1081	NA	1081
Bdellovibrio_bacteriovorus	801	794	878	892
Yersinia_pestis	865	786	755	840
Chlamydia_muridarum	773	870	798	880
Salmonella_typhi	771	877	778	857
Bacillus_halodurans	875	863	770	782
Bacteroides_thetaiotaomicron	778	871	788	863
Synechococcus_elongatus	779	859	865	770
Thermus_thermophilus_HB27	734	880	873	763

