Acidobacterium_capsulatum_ATCC_51196_ancestor quast_consensus	['742']
Acidobacterium_capsulatum_ATCC_51196_0930 quast_consensus	['700']
Acidobacterium_capsulatum_ATCC_51196_ancestor quast_strain	['742']
Acidobacterium_capsulatum_ATCC_51196_0930 quast_strain	['698']
Aeropyrum_pernix_ancestor quast_consensus	['304']
Aeropyrum_pernix_0930 quast_consensus	['297']
Aeropyrum_pernix_ancestor quast_strain	['304']
Aeropyrum_pernix_0930 quast_strain	['297']
Aquifex_aeolicus_ancestor quast_consensus	['286']
Aquifex_aeolicus_0930 quast_consensus	['274']
Aquifex_aeolicus_ancestor quast_strain	['286']
Aquifex_aeolicus_0930 quast_strain	['273']
Archaeoglobus_fulgidus_0930 quast_consensus	['393']
Archaeoglobus_fulgidus_ancestor quast_consensus	['428']
Archaeoglobus_fulgidus_ancestor quast_strain	['428']
Archaeoglobus_fulgidus_0930 quast_strain	['393']
Bacillus_anthracis_str._Ames_0930 quast_consensus	['938']
Bacillus_anthracis_str._Ames_ancestor quast_consensus	['963']
Bacillus_anthracis_str._Ames_ancestor quast_strain	['963']
Bacillus_anthracis_str._Ames_0930 quast_strain	['937']
Bacillus_cereus_ATCC_10987_ancestor quast_consensus	['1187']
Bacillus_cereus_ATCC_10987_0930 quast_consensus	['1141']
Bacillus_cereus_ATCC_10987_0930 quast_strain	['1140']
Bacillus_cereus_ATCC_10987_ancestor quast_strain	['1186']
Bacillus_cereus_ATCC_14579_ancestor quast_consensus	['1037']
Bacillus_cereus_ATCC_14579_0930 quast_consensus	['1000']
Bacillus_cereus_ATCC_14579_ancestor quast_strain	['1036']
Bacillus_cereus_ATCC_14579_0930 quast_strain	['999']
Bacillus_halodurans_ancestor quast_consensus	['808']
Bacillus_halodurans_0930 quast_consensus	['724']
Bacillus_halodurans_ancestor quast_strain	['807']
Bacillus_halodurans_0930 quast_strain	['724']
Bacillus_subtilis_ancestor quast_consensus	['711']
Bacillus_subtilis_0930 quast_consensus	['683']
Bacillus_subtilis_ancestor quast_strain	['710']
Bacillus_subtilis_0930 quast_strain	['683']
Bacteroides_thetaiotaomicron_ancestor quast_consensus	['1138']
Bacteroides_thetaiotaomicron_0930 quast_consensus	['1062']
Bacteroides_thetaiotaomicron_ancestor quast_strain	['1138']
Bacteroides_thetaiotaomicron_0930 quast_strain	['1060']
Bdellovibrio_bacteriovorus_ancestor quast_consensus	['581']
Bdellovibrio_bacteriovorus_0930 quast_consensus	['579']
Bdellovibrio_bacteriovorus_0930 quast_strain	['579']
Bdellovibrio_bacteriovorus_ancestor quast_strain	['581']
Bifidobacterium_longum_ancestor quast_consensus	['453']
Bifidobacterium_longum_0930 quast_consensus	['415']
Bifidobacterium_longum_0930 quast_strain	['415']
Bifidobacterium_longum_ancestor quast_strain	['453']
Bordetella_bronchiseptica_0930 quast_consensus	['1078']
Bordetella_bronchiseptica_ancestor quast_consensus	['1147']
Bordetella_bronchiseptica_ancestor quast_strain	['1145']
Bordetella_bronchiseptica_0930 quast_strain	['1077']
Bordetella_parapertussis_ancestor quast_consensus	['1075']
Bordetella_parapertussis_0930 quast_consensus	['1018']
Bordetella_parapertussis_ancestor quast_strain	['1075']
Bordetella_parapertussis_0930 quast_strain	['1017']
Bordetella_pertussis_ancestor quast_consensus	['1032']
Bordetella_pertussis_0930 quast_consensus	['930']
Bordetella_pertussis_0930 quast_strain	['930']
Bordetella_pertussis_ancestor quast_strain	['1032']
Borrelia_burgdorferi_0930 quast_consensus	['249']
Borrelia_burgdorferi_ancestor quast_consensus	['251']
Borrelia_burgdorferi_0930 quast_strain	['249']
Borrelia_burgdorferi_ancestor quast_strain	['251']
Bradyrhizobium_japonicum_ancestor quast_consensus	['1831']
Bradyrhizobium_japonicum_0930 quast_consensus	['1761']
Bradyrhizobium_japonicum_ancestor quast_strain	['1828']
Bradyrhizobium_japonicum_0930 quast_strain	['1758']
Buchnera_aphidicola_Acyrthosiphon_pisum_ancestor quast_consensus	['319']
Buchnera_aphidicola_Acyrthosiphon_pisum_ancestor quast_strain	['318']
Buchnera_aphidicola_Baizongia_pistaciae_0930 quast_consensus	['288']
Buchnera_aphidicola_Baizongia_pistaciae_0930 quast_strain	['288']
Buchnera_aphidicola_Schizaphis_graminum_0930 quast_consensus	['818']
Buchnera_aphidicola_Schizaphis_graminum_0930 quast_strain	['818']
Caenorhabditis_briggsae_ancestor quast_consensus	['4431']
Caenorhabditis_briggsae_0930 quast_consensus	['3541']
not_aligned quast_consensus	['1']
Caenorhabditis_briggsae_ancestor quast_strain	['4429']
not_aligned quast_strain	['1']
Caenorhabditis_briggsae_0930 quast_strain	['3538']
Campylobacter_jejuni_0930 quast_consensus	['333']
Campylobacter_jejuni_ancestor quast_consensus	['353']
Campylobacter_jejuni_ancestor quast_strain	['353']
Campylobacter_jejuni_0930 quast_strain	['332']
Candidatus_Blochmannia_floridanus_0930 quast_consensus	['155']
Candidatus_Blochmannia_floridanus_ancestor quast_consensus	['156']
Candidatus_Blochmannia_floridanus_ancestor quast_strain	['154']
Candidatus_Blochmannia_floridanus_0930 quast_strain	['154']
Caulobacter_vibrioides_ancestor quast_consensus	['835']
Caulobacter_vibrioides_0930 quast_consensus	['789']
Caulobacter_vibrioides_ancestor quast_strain	['834']
