strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	1559.0	1355.0	1345.0	1531.0
Shigella_flexneri_2a_str._2457T	4031.0	3622.0	4279.0	3879.0
Porphyromonas_gingivalis	2158.0	1924.0	2243.0	2022.0
Corynebacterium_diphtheriae	2260.0	2065.0	2017.0	2295.0
Photorhabdus_luminescens_subsp._laumondii	10296.0	NA	9272.0	NA
Chlorobaculum_tepidum	1985.0	1793.0	2001.0	1779.0
Enterococcus_faecalis	3011.0	2629.0	2706.0	2959.0
Tropheryma_whipplei_str._Twist	760.0	869.0	830.0	781.0
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	3118.0	NA	2711.0	NA
Thermoplasma_acidophilum	1316.0	1475.0	1329.0	1468.0
Fibrobacter_succinogenes_subsp._succinogenes_S85	6429.0	NA	7144.0	NA
Sulfolobus_tokodaii	2455.0	2201.0	2187.0	2506.0
Chromobacterium_violaceum	3935.0	4447.0	4406.0	3868.0
Neisseria_meningitidis_serogroup_A	2094.0	1777.0	1989.0	1901.0
Neisseria_meningitidis_serogroup_B	1801.0	2101.0	1902.0	1985.0
Mycoplasma_pneumoniae	659.0	749.0	672.0	749.0
Bifidobacterium_longum	1891.0	1823.0	2076.0	2095.0
Synechocystis_sp._PCC_6803	3317.0	3004.0	3379.0	3048.0
Pyrococcus_horikoshii	1646.0	1469.0	1629.0	1472.0
Bordetella_parapertussis	4366.0	4440.0	3847.0	3905.0
Mycobacterium_leprae	2734.0	3019.0	3079.0	2711.0
Thermotoga_maritima	1770.0	1741.0	1606.0	1582.0
Streptococcus_agalactiae_serogroup_V	1960.0	2000.0	1747.0	1766.0
Lactobacillus_plantarum	3033.0	2710.0	2712.0	3006.0
Listeria_monocytogenes	2519.0	2472.0	2798.0	2807.0
Methanosarcina_mazei	3878.0	3782.0	3494.0	3409.0
Oceanobacillus_iheyensis	3386.0	3011.0	3422.0	3077.0
Chlamydophila_caviae	982.0	1102.0	985.0	1106.0
Solibacter_usitatus_Ellin6076	9446.0	8318.0	9311.0	8408.0
Caenorhabditis_briggsae	12256.0	13744.0	11771.0	13184.0
Prochlorococcus_marinus_str._MIT_9313	2052.0	2288.0	2082.0	2282.0
Mycoplasma_mobile_163K	643.0	603.0	713.0	739.0
Mycoplasma_genitalium	552.0	488.0	538.0	477.0
Chlamydia_trachomatis	858.0	961.0	965.0	858.0
Methanopyrus_kandleri	1596.0	1460.0	1421.0	1627.0
Pseudomonas_syringae_pv._tomato	5324.0	5230.0	5824.0	5950.0
Shigella_flexneri	3934.0	3557.0	4243.0	3859.0
Rhodopseudomonas_palustris	4560.0	5111.0	5148.0	4520.0
Xanthomonas_campestris_pv._campestris	4679.0	4111.0	4174.0	4641.0
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	3240.0	NA	2906.0
Rickettsia_conorii	1042.0	1027.0	1159.0	1168.0
Leishmania_major	1620.0	1744.0	1921.0	1816.0
Thermoplasma_volcanium	1466.0	1460.0	1320.0	1295.0
Pseudomonas_aeruginosa	6611.0	6895.0	5827.0	6113.0
Helicobacter_hepaticus	1504.0	1672.0	1487.0	1684.0
Streptococcus_agalactiae_serogroup_III	1820.0	2039.0	1946.0	1701.0
Tropheryma_whipplei_TW0827	783.0	887.0	793.0	861.0
Haemophilus_influenzae	1497.0	1659.0	1485.0	1678.0
Pasteurella_multocida	1923.0	1920.0	2146.0	2138.0
Prochlorococcus_marinus	2485.0	2499.0	2224.0	2229.0
Corynebacterium_glutamicum	2754.0	3070.0	3117.0	2786.0
Archaeoglobus_fulgidus	2123.0	1922.0	1909.0	2125.0
Bacillus_subtilis	3774.0	3473.0	3825.0	3376.0
Staphylococcus_aureus_subsp._aureus_N315	4572.0	NA	5179.0	NA
Corynebacterium_efficiens	2626.0	2550.0	2934.0	2876.0
Geobacter_sulfurreducens	3550.0	3175.0	3585.0	3179.0
Yersinia_pestis_KIM	4231.0	4194.0	3801.0	3764.0
Bacillus_cereus_ATCC_10987	4905.0	4907.0	4346.0	4309.0
Pseudomonas_putida_KT2440	5185.0	5738.0	5845.0	5189.0
Sinorhizobium_meliloti	3379.0	3072.0	3006.0	3420.0
Lactobacillus_johnsonii	1590.0	1835.0	1817.0	1636.0
Chlamydophila_pneumoniae_CWL029	1129.0	1027.0	1126.0	1026.0
Streptomyces_coelicolor	8021.0	7947.0	6973.0	6895.0
Staphylococcus_epidermidis	2040.0	2317.0	2263.0	2011.0
Dehalococcoides_ethenogenes_195	1300.0	1389.0	1209.0	1175.0
Rickettsia_prowazekii	887.0	1007.0	1008.0	861.0
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	NA	1271.0	NA	1065.0
Synechococcus_sp._WH_8102	2076.0	2112.0	2333.0	2341.0
Nitrosomonas_europaea	2264.0	2614.0	2363.0	2520.0
Mycoplasma_penetrans	1210.0	1044.0	1205.0	1047.0
Bacillus_anthracis_str._Ames	4413.0	4938.0	4965.0	4364.0
Chlamydophila_pneumoniae_AR39	1150.0	1167.0	1048.0	1028.0
Escherichia_coli	4640.0	4245.0	4167.0	4739.0
Xylella_fastidiosa_Temecula1	2062.0	2364.0	2295.0	2143.0
Treponema_denticola	2349.0	2670.0	2629.0	2368.0
