strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	221.0	200.0	200.0	221.0
Shigella_flexneri_2a_str._2457T	657.0	657.0	416.0	416.0
Porphyromonas_gingivalis	210.0	304.0	210.0	304.0
Corynebacterium_diphtheriae	246.0	246.0	223.0	223.0
Photorhabdus_luminescens_subsp._laumondii	1475.0	NA	1474.0	NA
Chlorobaculum_tepidum	194.0	225.0	194.0	225.0
not	1.0	1.0	1.0	1.0
Enterococcus_faecalis	329.0	387.0	328.0	387.0
Tropheryma_whipplei_str._Twist	88.0	88.0	156.0	156.0
Escherichia_coli_O157_H7	737.0	737.0	522.0	522.0
Thermoplasma_acidophilum	132.0	125.0	125.0	132.0
Fibrobacter_succinogenes_subsp._succinogenes_S85	704.0	NA	704.0	NA
Sulfolobus_tokodaii	323.0	429.0	429.0	323.0
Chromobacterium_violaceum	495.0	558.0	495.0	558.0
Neisseria_meningitidis_serogroup_A	416.0	186.0	416.0	186.0
Neisseria_meningitidis_serogroup_B	221.0	458.0	458.0	221.0
Mycoplasma_pneumoniae	72.0	72.0	126.0	126.0
Bifidobacterium_longum	235.0	263.0	235.0	263.0
Synechocystis_sp._PCC_6803	392.0	392.0	333.0	333.0
Pyrococcus_horikoshii	173.0	173.0	154.0	154.0
Bordetella_parapertussis	618.0	549.0	618.0	549.0
Mycobacterium_leprae	347.0	446.0	348.0	446.0
Thermotoga_maritima	176.0	176.0	206.0	206.0
Streptococcus_agalactiae_serogroup_V	218.0	188.0	188.0	218.0
Lactobacillus_plantarum	348.0	291.0	291.0	348.0
Listeria_monocytogenes	310.0	327.0	327.0	310.0
Methanosarcina_mazei	592.0	592.0	428.0	427.0
Oceanobacillus_iheyensis	416.0	373.0	373.0	416.0
Chlamydophila_caviae	128.0	122.0	128.0	122.0
Solibacter_usitatus_Ellin6076	1007.0	1180.0	1182.0	1007.0
Shigella_flexneri	461.0	710.0	461.0	709.0
Prochlorococcus_marinus_str._MIT_9313	268.0	268.0	233.0	233.0
Mycoplasma_mobile_163K	139.0	139.0	116.0	116.0
Mycoplasma_genitalium	83.0	67.0	67.0	83.0
Chlamydia_trachomatis	111.0	117.0	111.0	117.0
Methanopyrus_kandleri	179.0	192.0	179.0	192.0
Pseudomonas_syringae_pv._tomato	753.0	603.0	753.0	603.0
Caenorhabditis_briggsae	3420.0	2394.0	3420.0	2394.0
Rhodopseudomonas_palustris	596.0	596.0	617.0	617.0
Xanthomonas_campestris_pv._campestris	566.0	645.0	566.0	645.0
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	353.0	NA	353.0
Rickettsia_conorii	133.0	132.0	132.0	133.0
Leishmania_major	325.0	206.0	206.0	325.0
Thermoplasma_volcanium	152.0	187.0	152.0	187.0
Pseudomonas_aeruginosa	1003.0	1003.0	794.0	794.0
Helicobacter_hepaticus	180.0	180.0	206.0	206.0
Streptococcus_agalactiae_serogroup_III	287.0	257.0	257.0	286.0
Tropheryma_whipplei_TW0827	93.0	145.0	93.0	145.0
Haemophilus_influenzae	276.0	252.0	276.0	252.0
Pasteurella_multocida	192.0	205.0	205.0	192.0
Prochlorococcus_marinus	247.0	247.0	308.0	308.0
Corynebacterium_glutamicum	303.0	358.0	358.0	303.0
Archaeoglobus_fulgidus	205.0	255.0	205.0	255.0
Bacillus_subtilis	379.0	358.0	358.0	379.0
Staphylococcus_aureus_subsp._aureus_N315	729.0	NA	729.0	NA
Corynebacterium_efficiens	331.0	370.0	331.0	370.0
Geobacter_sulfurreducens	410.0	363.0	363.0	409.0
Yersinia_pestis_KIM	569.0	569.0	401.0	401.0
Bacillus_cereus_ATCC_10987	788.0	741.0	788.0	741.0
Pseudomonas_putida_KT2440	679.0	679.0	583.0	583.0
Sinorhizobium_meliloti	448.0	377.0	448.0	377.0
Lactobacillus_johnsonii	242.0	220.0	242.0	220.0
Chlamydophila_pneumoniae_CWL029	114.0	114.0	122.0	122.0
Streptomyces_coelicolor	1228.0	1120.0	1120.0	1228.0
Helicobacter_pylori	203.0	203.0	244.0	244.0
Dehalococcoides_ethenogenes_195	123.0	123.0	141.0	141.0
Rickettsia_prowazekii	143.0	135.0	143.0	135.0
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	227.0	NA	227.0	NA
Synechococcus_sp._WH_8102	226.0	260.0	260.0	226.0
Nitrosomonas_europaea	266.0	266.0	351.0	351.0
Mycoplasma_penetrans	246.0	193.0	246.0	193.0
Bacillus_anthracis_str._Ames	546.0	574.0	546.0	574.0
Chlamydophila_pneumoniae_AR39	166.0	166.0	163.0	163.0
Escherichia_coli	593.0	476.0	593.0	476.0
Xylella_fastidiosa_Temecula1	329.0	221.0	329.0	221.0
Treponema_denticola	274.0	337.0	337.0	274.0
Helicobacter_pylori_J99	172.0	221.0	221.0	172.0
Bacillus_cereus_ATCC_14579	635.0	586.0	586.0	635.0
Mycobacterium_avium_subsp._paratuberculosis	NA	1179.0	NA	1180.0
Sulfolobus_solfataricus	292.0	508.0	292.0	508.0
Lactococcus_lactis_subsp._lactis	342.0	277.0	278.0	342.0
Xanthomonas_axonopodis_pv._citri	672.0	672.0	611.0	611.0
Borrelia_burgdorferi	152.0	157.0	152.0	157.0
Staphylococcus_aureus_subsp._aureus_MW2	702.0	NA	702.0	NA
Bordetella_bronchiseptica	623.0	623.0	706.0	706.0
Mycobacterium_tuberculosis_CDC1551	651.0	553.0	553.0	651.0
Buchnera_aphidicola_Schizaphis_graminum	NA	507.0	NA	507.0
Haemophilus_ducreyi	176.0	200.0	176.0	200.0
Mycobacterium_tuberculosis_H37Rv	467.0	578.0	467.0	578.0
Clostridium_tetani	405.0	405.0	361.0	361.0
