strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	1045.0	751.0	720.0	1029.0
Shigella_flexneri_2a_str._2457T	3030.0	2234.0	3160.0	2326.0
Porphyromonas_gingivalis	1608.0	1240.0	1665.0	1204.0
Corynebacterium_diphtheriae	1633.0	1202.0	1206.0	1662.0
Photorhabdus_luminescens_subsp._laumondii	7574.0	NA	5591.0	NA
Oceanobacillus_iheyensis	2373.0	1756.0	2384.0	1715.0
Enterococcus_faecalis	1560.0	2154.0	1565.0	2146.0
Tropheryma_whipplei_str._Twist	462.0	626.0	629.0	469.0
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	1981.0	NA	1419.0	NA
Thermoplasma_acidophilum	807.0	1079.0	779.0	1072.0
Fibrobacter_succinogenes_subsp._succinogenes_S85	3971.0	NA	5372.0	NA
Sulfolobus_tokodaii	1684.0	1199.0	1221.0	1682.0
Chromobacterium_violaceum	3131.0	3119.0	2265.0	2300.0
Neisseria_meningitidis_serogroup_A	1487.0	1518.0	1117.0	1104.0
Neisseria_meningitidis_serogroup_B	1107.0	1488.0	1165.0	1565.0
Mycoplasma_pneumoniae	433.0	415.0	583.0	562.0
Bifidobacterium_longum	1516.0	1506.0	1078.0	1138.0
Synechocystis_sp._PCC_6803	2441.0	1812.0	2461.0	1837.0
Pyrococcus_horikoshii	1158.0	844.0	883.0	1166.0
Bordetella_parapertussis	2165.0	3008.0	2132.0	3018.0
Mycobacterium_leprae	2205.0	2184.0	1630.0	1617.0
Thermotoga_maritima	940.0	1257.0	1260.0	918.0
Streptococcus_agalactiae_serogroup_V	1388.0	1445.0	1001.0	1049.0
Lactobacillus_plantarum	1613.0	2176.0	2223.0	1615.0
Listeria_monocytogenes	1953.0	1942.0	1419.0	1427.0
Methanosarcina_mazei	2811.0	2871.0	2149.0	2079.0
Chlorobaculum_tepidum	1082.0	1488.0	1499.0	1131.0
Chlamydophila_caviae	582.0	792.0	802.0	582.0
Solibacter_usitatus_Ellin6076	4819.0	4942.0	6674.0	6644.0
Shigella_flexneri	2342.0	2973.0	3133.0	2184.0
Prochlorococcus_marinus_str._MIT_9313	1267.0	1204.0	1664.0	1651.0
Mycoplasma_mobile_163K	309.0	471.0	470.0	353.0
