strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	113.0	141.0	113.0	141.0
Shigella_flexneri_2a_str._2457T	513.0	513.0	256.0	256.0
Porphyromonas_gingivalis	128.0	128.0	234.0	234.0
Corynebacterium_diphtheriae	158.0	111.0	158.0	111.0
Photorhabdus_luminescens_subsp._laumondii	NA	1026.0	NA	1026.0
Oceanobacillus_iheyensis	243.0	197.0	197.0	243.0
Enterococcus_faecalis	242.0	183.0	183.0	242.0
Tropheryma_whipplei_str._Twist	118.0	51.0	51.0	118.0
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	200.0	NA	200.0	NA
Thermoplasma_acidophilum	76.0	76.0	78.0	78.0
Fibrobacter_succinogenes_subsp._succinogenes_S85	434.0	NA	434.0	NA
Sulfolobus_tokodaii	185.0	298.0	298.0	185.0
Chromobacterium_violaceum	326.0	326.0	272.0	272.0
Neisseria_meningitidis_serogroup_A	115.0	115.0	352.0	352.0
Neisseria_meningitidis_serogroup_B	108.0	108.0	375.0	375.0
Mycoplasma_pneumoniae	39.0	97.0	97.0	39.0
Bifidobacterium_longum	114.0	153.0	153.0	114.0
Synechocystis_sp._PCC_6803	244.0	182.0	244.0	182.0
Pyrococcus_horikoshii	83.0	83.0	106.0	106.0
Bordetella_parapertussis	391.0	391.0	323.0	323.0
Mycobacterium_leprae	182.0	287.0	182.0	287.0
Thermotoga_maritima	93.0	135.0	93.0	135.0
Streptococcus_agalactiae_serogroup_V	132.0	103.0	132.0	103.0
Lactobacillus_plantarum	186.0	138.0	138.0	186.0
Listeria_monocytogenes	176.0	194.0	194.0	176.0
Helicobacter_pylori	110.0	156.0	156.0	110.0
Methanosarcina_mazei	420.0	212.0	212.0	420.0
Chlorobaculum_tepidum	144.0	114.0	144.0	114.0
Chlamydophila_caviae	78.0	78.0	74.0	74.0
Solibacter_usitatus_Ellin6076	544.0	726.0	544.0	726.0
Caenorhabditis_briggsae	1723.0	1723.0	2817.0	2817.0
Prochlorococcus_marinus_str._MIT_9313	153.0	109.0	109.0	153.0
Mycoplasma_mobile_163K	62.0	80.0	80.0	62.0
Mycoplasma_genitalium	35.0	35.0	55.0	55.0
Chlamydia_trachomatis	47.0	51.0	51.0	47.0
Methanopyrus_kandleri	100.0	111.0	100.0	111.0
Pseudomonas_syringae_pv._tomato	493.0	341.0	493.0	341.0
Shigella_flexneri	236.0	236.0	527.0	527.0
Bacillus_anthracis_str._Ames	304.0	335.0	304.0	335.0
Gloeobacter_violaceus	373.0	274.0	274.0	373.0
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	171.0	NA	171.0
Rickettsia_conorii	90.0	80.0	90.0	80.0
Leishmania_major	101.0	101.0	241.0	241.0
Thermoplasma_volcanium	77.0	118.0	118.0	77.0
Pseudomonas_aeruginosa	637.0	637.0	423.0	423.0
Helicobacter_hepaticus	95.0	123.0	123.0	95.0
Streptococcus_agalactiae_serogroup_III	196.0	154.0	154.0	196.0
Tropheryma_whipplei_TW0827	111.0	111.0	48.0	48.0
Haemophilus_influenzae	172.0	200.0	200.0	172.0
Pasteurella_multocida	118.0	141.0	141.0	118.0
Prochlorococcus_marinus	135.0	206.0	206.0	135.0
Corynebacterium_glutamicum	221.0	221.0	160.0	160.0
Archaeoglobus_fulgidus	155.0	104.0	155.0	104.0
Bacillus_subtilis	203.0	224.0	224.0	203.0
