Acidobacterium_capsulatum_ATCC_51196_ancestor quast_consensus	['94.332']
Acidobacterium_capsulatum_ATCC_51196_0955 quast_consensus	['95.360']
Acidobacterium_capsulatum_ATCC_51196_ancestor quast_strain	['93.601']
Acidobacterium_capsulatum_ATCC_51196_0955 quast_strain	['95.146']
Aeropyrum_pernix_ancestor quast_consensus	['94.942']
Aeropyrum_pernix_0955 quast_consensus	['95.235']
Aeropyrum_pernix_ancestor quast_strain	['94.445']
Aeropyrum_pernix_0955 quast_strain	['94.962']
Aquifex_aeolicus_ancestor quast_consensus	['94.731']
Aquifex_aeolicus_0955 quast_consensus	['95.349']
Aquifex_aeolicus_ancestor quast_strain	['94.527']
Aquifex_aeolicus_0955 quast_strain	['94.793']
Archaeoglobus_fulgidus_ancestor quast_consensus	['94.785']
Archaeoglobus_fulgidus_0955 quast_consensus	['95.730']
Archaeoglobus_fulgidus_ancestor quast_strain	['94.692']
Archaeoglobus_fulgidus_0955 quast_strain	['95.407']
Bacillus_anthracis_str._Ames_0955 quast_consensus	['95.050']
Bacillus_anthracis_str._Ames_ancestor quast_consensus	['93.622']
Bacillus_anthracis_str._Ames_ancestor quast_strain	['93.049']
Bacillus_anthracis_str._Ames_0955 quast_strain	['94.530']
Bacillus_cereus_ATCC_10987_ancestor quast_consensus	['92.759']
Bacillus_cereus_ATCC_10987_0955 quast_consensus	['94.217']
Bacillus_cereus_ATCC_10987_0955 quast_strain	['93.784']
Bacillus_cereus_ATCC_10987_ancestor quast_strain	['92.191']
Bacillus_cereus_ATCC_14579_ancestor quast_consensus	['93.381']
Bacillus_cereus_ATCC_14579_0955 quast_consensus	['94.488']
Bacillus_cereus_ATCC_14579_ancestor quast_strain	['92.921']
Bacillus_cereus_ATCC_14579_0955 quast_strain	['94.015']
Bacillus_halodurans_ancestor quast_consensus	['92.042']
Bacillus_halodurans_0955 quast_consensus	['95.484']
Bacillus_halodurans_ancestor quast_strain	['91.800']
Bacillus_halodurans_0955 quast_strain	['95.216']
Bacillus_subtilis_ancestor quast_consensus	['94.142']
Bacillus_subtilis_0955 quast_consensus	['95.635']
Bacillus_subtilis_ancestor quast_strain	['93.812']
Bacillus_subtilis_0955 quast_strain	['95.346']
Bacteroides_thetaiotaomicron_0955 quast_consensus	['95.497']
Bacteroides_thetaiotaomicron_ancestor quast_consensus	['93.812']
Bacteroides_thetaiotaomicron_0955 quast_strain	['94.971']
Bacteroides_thetaiotaomicron_ancestor quast_strain	['93.416']
Bdellovibrio_bacteriovorus_0955 quast_consensus	['95.868']
Bdellovibrio_bacteriovorus_ancestor quast_consensus	['95.822']
Bdellovibrio_bacteriovorus_0955 quast_strain	['95.763']
Bdellovibrio_bacteriovorus_ancestor quast_strain	['95.356']
Bifidobacterium_longum_0955 quast_consensus	['95.260']
Bifidobacterium_longum_ancestor quast_consensus	['92.351']
Bifidobacterium_longum_ancestor quast_strain	['92.058']
Bifidobacterium_longum_0955 quast_strain	['94.831']
Bordetella_bronchiseptica_0955 quast_consensus	['94.170']
Bordetella_bronchiseptica_ancestor quast_consensus	['91.484']
Bordetella_bronchiseptica_0955 quast_strain	['93.521']
Bordetella_bronchiseptica_ancestor quast_strain	['90.994']
Bordetella_parapertussis_ancestor quast_consensus	['92.981']
Bordetella_parapertussis_0955 quast_consensus	['94.219']
Bordetella_parapertussis_ancestor quast_strain	['92.483']
Bordetella_parapertussis_0955 quast_strain	['93.760']
Bordetella_pertussis_ancestor quast_consensus	['87.371']
Bordetella_pertussis_0955 quast_consensus	['93.174']
Bordetella_pertussis_0955 quast_strain	['92.675']
Bordetella_pertussis_ancestor quast_strain	['86.951']
Borrelia_burgdorferi_ancestor quast_consensus	['91.757']
Borrelia_burgdorferi_0955 quast_consensus	['92.480']
Borrelia_burgdorferi_0955 quast_strain	['91.837']
Borrelia_burgdorferi_ancestor quast_strain	['91.408']
Bradyrhizobium_japonicum_0955 quast_consensus	['94.914']
Bradyrhizobium_japonicum_ancestor quast_consensus	['93.793']
Bradyrhizobium_japonicum_0955 quast_strain	['94.450']
Bradyrhizobium_japonicum_ancestor quast_strain	['93.355']
Buchnera_aphidicola_Acyrthosiphon_pisum_ancestor quast_consensus	['94.983']
Buchnera_aphidicola_Acyrthosiphon_pisum_ancestor quast_strain	['94.983']
Buchnera_aphidicola_Baizongia_pistaciae_0955 quast_consensus	['96.530']
Buchnera_aphidicola_Baizongia_pistaciae_0955 quast_strain	['96.530']
Buchnera_aphidicola_Schizaphis_graminum_0955 quast_consensus	['95.844']
Buchnera_aphidicola_Schizaphis_graminum_0955 quast_strain	['95.844']
Caenorhabditis_briggsae_0955 quast_consensus	['91.050']
Caenorhabditis_briggsae_ancestor quast_consensus	['85.922']
Caenorhabditis_briggsae_0955 quast_strain	['90.686']
Caenorhabditis_briggsae_ancestor quast_strain	['85.364']
Campylobacter_jejuni_0955 quast_consensus	['93.372']
Campylobacter_jejuni_ancestor quast_consensus	['92.044']
Campylobacter_jejuni_ancestor quast_strain	['91.713']
Campylobacter_jejuni_0955 quast_strain	['92.740']
Candidatus_Blochmannia_floridanus_0955 quast_consensus	['93.039']
Candidatus_Blochmannia_floridanus_ancestor quast_consensus	['93.202']
Candidatus_Blochmannia_floridanus_0955 quast_strain	['92.194']
Candidatus_Blochmannia_floridanus_ancestor quast_strain	['92.820']
Caulobacter_vibrioides_ancestor quast_consensus	['93.200']
Caulobacter_vibrioides_0955 quast_consensus	['94.401']
Caulobacter_vibrioides_ancestor quast_strain	['92.762']
Caulobacter_vibrioides_0955 quast_strain	['93.935']
Chlamydia_muridarum_0955 quast_consensus	['94.938']
Chlamydia_muridarum_ancestor quast_consensus	['94.059']
Chlamydia_muridarum_ancestor quast_strain	['93.060']
Chlamydia_muridarum_0955 quast_strain	['94.752']
Chlamydia_trachomatis_ancestor quast_consensus	['94.155']
Chlamydia_trachomatis_0955 quast_consensus	['95.221']
Chlamydia_trachomatis_0955 quast_strain	['94.640']
Chlamydia_trachomatis_ancestor quast_strain	['93.760']
Chlamydophila_caviae_0955 quast_consensus	['95.306']
Chlamydophila_caviae_ancestor quast_consensus	['95.214']
Chlamydophila_caviae_0955 quast_strain	['94.658']
Chlamydophila_caviae_ancestor quast_strain	['95.081']
Chlamydophila_pneumoniae_AR39_0955 quast_consensus	['94.915']
Chlamydophila_pneumoniae_AR39_ancestor quast_consensus	['94.101']
Chlamydophila_pneumoniae_AR39_0955 quast_strain	['94.676']
Chlamydophila_pneumoniae_AR39_ancestor quast_strain	['93.722']
Chlamydophila_pneumoniae_CWL029_ancestor quast_consensus	['94.424']
Chlamydophila_pneumoniae_CWL029_0955 quast_consensus	['94.584']
Chlamydophila_pneumoniae_CWL029_ancestor quast_strain	['94.261']
Chlamydophila_pneumoniae_CWL029_0955 quast_strain	['94.386']
Chlamydophila_pneumoniae_TW-183_ancestor quast_consensus	['95.095']
Chlamydophila_pneumoniae_TW-183_0955 quast_consensus	['95.217']
Chlamydophila_pneumoniae_TW-183_0955 quast_strain	['94.790']
Chlamydophila_pneumoniae_TW-183_ancestor quast_strain	['94.581']
Chlorobaculum_tepidum_ancestor quast_consensus	['94.439']
Chlorobaculum_tepidum_0955 quast_consensus	['95.714']
Chlorobaculum_tepidum_ancestor quast_strain	['94.229']
Chlorobaculum_tepidum_0955 quast_strain	['95.277']
Chromobacterium_violaceum_ancestor quast_consensus	['92.974']
Chromobacterium_violaceum_0955 quast_consensus	['94.802']
Chromobacterium_violaceum_ancestor quast_strain	['92.501']
Chromobacterium_violaceum_0955 quast_strain	['94.231']
Clostridium_acetobutylicum_0955 quast_consensus	['94.111']
