strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	1395.0	1134.0	1385.0	1091.0
Shigella_flexneri_2a_str._2457T	3760.0	3107.0	3956.0	3316.0
Porphyromonas_gingivalis	2063.0	1989.0	1736.0	1639.0
Corynebacterium_diphtheriae	2127.0	1767.0	1750.0	2135.0
Photorhabdus_luminescens_subsp._laumondii	9689.0	NA	8035.0	NA
Oceanobacillus_iheyensis	2443.0	3070.0	3057.0	2537.0
Enterococcus_faecalis	2768.0	2237.0	2268.0	2732.0
Tropheryma_whipplei_str._Twist	635.0	794.0	824.0	688.0
Bordetella_parapertussis	3316.0	3219.0	4034.0	3993.0
Thermoplasma_acidophilum	1163.0	1382.0	1153.0	1393.0
Fibrobacter_succinogenes_subsp._succinogenes_S85	5604.0	NA	6753.0	NA
Sulfolobus_tokodaii	2301.0	1852.0	1880.0	2315.0
Chromobacterium_violaceum	3982.0	3272.0	4015.0	3248.0
Neisseria_meningitidis_serogroup_A	1810.0	1895.0	1502.0	1582.0
Neisseria_meningitidis_serogroup_B	1488.0	1964.0	1649.0	1824.0
Mycoplasma_pneumoniae	709.0	592.0	579.0	697.0
Bifidobacterium_longum	1914.0	1569.0	1888.0	1572.0
Synechocystis_sp._PCC_6803	3081.0	2575.0	3089.0	2575.0
Pyrococcus_horikoshii	1526.0	1254.0	1525.0	1274.0
Mycobacterium_leprae	2843.0	2816.0	2339.0	2320.0
Thermotoga_maritima	1333.0	1594.0	1310.0	1616.0
Streptococcus_agalactiae_serogroup_V	1818.0	1493.0	1839.0	1482.0
Lactobacillus_plantarum	2342.0	2309.0	2806.0	2800.0
Listeria_monocytogenes	2068.0	2153.0	2567.0	2565.0
Helicobacter_pylori	1154.0	1405.0	1468.0	1198.0
Methanosarcina_mazei	3478.0	3556.0	2964.0	2878.0
Chlorobaculum_tepidum	1548.0	1879.0	1552.0	1897.0
Chlamydophila_caviae	839.0	1016.0	1014.0	816.0
Solibacter_usitatus_Ellin6076	8614.0	8575.0	7059.0	7060.0
Caenorhabditis_briggsae	12765.0	10446.0	10063.0	12253.0
Prochlorococcus_marinus_str._MIT_9313	1763.0	2124.0	1743.0	2126.0
Mycoplasma_mobile_163K	596.0	485.0	466.0	605.0
Tropheryma_whipplei_TW0827	788.0	655.0	618.0	767.0
Chlamydia_trachomatis	901.0	735.0	894.0	716.0
Methanopyrus_kandleri	1197.0	1488.0	1228.0	1481.0
Pseudomonas_syringae_pv._tomato	5404.0	4585.0	4466.0	5525.0
Shigella_flexneri	3956.0	3705.0	3088.0	3334.0
Rhodopseudomonas_palustris	4680.0	4648.0	3774.0	3815.0
Gloeobacter_violaceus	4049.0	3303.0	4028.0	3340.0
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	3011.0	NA	2512.0
Rickettsia_conorii	1058.0	1072.0	886.0	850.0
Leishmania_major	1458.0	1522.0	1833.0	1737.0
Thermoplasma_volcanium	1175.0	1387.0	1422.0	1147.0
Pseudomonas_aeruginosa	6048.0	5084.0	4950.0	6247.0
Helicobacter_hepaticus	1264.0	1545.0	1526.0	1237.0
Streptococcus_agalactiae_serogroup_III	1713.0	1808.0	1398.0	1494.0
Mycoplasma_genitalium	459.0	487.0	387.0	361.0
Haemophilus_influenzae	1296.0	1551.0	1244.0	1563.0
Pasteurella_multocida	1603.0	1615.0	1953.0	1973.0
Prochlorococcus_marinus	2377.0	1937.0	2358.0	1962.0
Corynebacterium_glutamicum	2404.0	2371.0	2879.0	2871.0
Archaeoglobus_fulgidus	2041.0	1666.0	2042.0	1689.0
Bacillus_subtilis	2930.0	2828.0	3449.0	3512.0
Staphylococcus_aureus_subsp._aureus_N315	3795.0	NA	4699.0	NA
Corynebacterium_efficiens	2270.0	2735.0	2143.0	2636.0
