strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	584.0	379.0	593.0	341.0
Shigella_flexneri_2a_str._2457T	1932.0	1220.0	1312.0	2004.0
Porphyromonas_gingivalis	645.0	1023.0	992.0	653.0
Corynebacterium_diphtheriae	961.0	623.0	975.0	610.0
Mycobacterium_leprae	894.0	1397.0	1426.0	922.0
Chlorobaculum_tepidum	927.0	929.0	605.0	574.0
not	2.0	2.0	1.0	1.0
Enterococcus_faecalis	799.0	1284.0	851.0	1277.0
Tropheryma_whipplei_str._Twist	261.0	240.0	399.0	385.0
Escherichia_coli_O157_H7	1419.0	1445.0	2206.0	2282.0
Thermoplasma_acidophilum	426.0	378.0	626.0	624.0
Fibrobacter_succinogenes_subsp._succinogenes_S85	2044.0	NA	3221.0	NA
Sulfolobus_tokodaii	1073.0	1069.0	681.0	655.0
Chromobacterium_violaceum	1866.0	1131.0	1867.0	1223.0
Neisseria_meningitidis_serogroup_A	651.0	636.0	977.0	1024.0
Neisseria_meningitidis_serogroup_B	1023.0	643.0	666.0	1013.0
Mycoplasma_pneumoniae	366.0	223.0	235.0	361.0
Bifidobacterium_longum	936.0	593.0	931.0	600.0
Synechocystis_sp._PCC_6803	1491.0	963.0	1490.0	946.0
Pyrococcus_horikoshii	719.0	459.0	459.0	730.0
Bordetella_parapertussis	1161.0	1824.0	1809.0	1132.0
Photorhabdus_luminescens_subsp._laumondii	NA	4838.0	NA	3112.0
Thermotoga_maritima	791.0	497.0	523.0	798.0
Streptococcus_agalactiae_serogroup_V	834.0	523.0	817.0	508.0
Lactobacillus_plantarum	862.0	1368.0	1336.0	871.0
Listeria_monocytogenes	780.0	760.0	1194.0	1207.0
Methanosarcina_mazei	1712.0	1120.0	1102.0	1755.0
Oceanobacillus_iheyensis	1401.0	899.0	1428.0	877.0
Chlamydophila_caviae	336.0	490.0	291.0	487.0
Solibacter_usitatus_Ellin6076	4026.0	4021.0	2548.0	2564.0
Shigella_flexneri	1969.0	1926.0	1222.0	1287.0
Prochlorococcus_marinus_str._MIT_9313	659.0	1003.0	1008.0	637.0
Mycoplasma_mobile_163K	279.0	172.0	276.0	165.0
Mycoplasma_genitalium	140.0	219.0	220.0	141.0
Chlamydia_trachomatis	259.0	395.0	384.0	241.0
Methanopyrus_kandleri	381.0	628.0	426.0	644.0
Pseudomonas_syringae_pv._tomato	2528.0	1621.0	2593.0	1648.0
Caenorhabditis_briggsae	6931.0	6783.0	4371.0	4305.0
Bacillus_anthracis_str._Ames	1951.0	1279.0	1182.0	1946.0
Gloeobacter_violaceus	1859.0	1192.0	1882.0	1193.0
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	922.0	NA	1454.0
Rickettsia_conorii	306.0	466.0	471.0	274.0
Leishmania_major	552.0	571.0	892.0	861.0
Thermoplasma_volcanium	434.0	675.0	687.0	441.0
Pseudomonas_aeruginosa	2879.0	1877.0	1818.0	2925.0
Helicobacter_hepaticus	427.0	683.0	431.0	688.0
Streptococcus_agalactiae_serogroup_III	535.0	847.0	818.0	515.0
Tropheryma_whipplei_TW0827	379.0	381.0	232.0	250.0
Haemophilus_influenzae	749.0	492.0	457.0	745.0
Pasteurella_multocida	927.0	913.0	569.0	607.0
Prochlorococcus_marinus	722.0	1164.0	1157.0	778.0
Corynebacterium_glutamicum	934.0	963.0	1481.0	1467.0
Archaeoglobus_fulgidus	975.0	976.0	643.0	618.0
Bacillus_subtilis	1738.0	1141.0	1098.0	1728.0
Staphylococcus_aureus_subsp._aureus_N315	1284.0	NA	2051.0	NA
Corynebacterium_efficiens	822.0	789.0	1280.0	1246.0
Geobacter_sulfurreducens	1502.0	1500.0	940.0	973.0
Yersinia_pestis_KIM	1995.0	1301.0	1252.0	1980.0
Bacillus_cereus_ATCC_10987	1366.0	1290.0	2123.0	2097.0
Pseudomonas_putida_KT2440	1570.0	2498.0	1617.0	2498.0
Sinorhizobium_meliloti	1451.0	968.0	1442.0	862.0
Lactobacillus_johnsonii	740.0	720.0	479.0	433.0
Chlamydophila_pneumoniae_CWL029	331.0	338.0	524.0	521.0
Streptomyces_coelicolor	3118.0	3106.0	1915.0	1970.0
Staphylococcus_epidermidis	879.0	558.0	899.0	562.0
Dehalococcoides_ethenogenes_195	371.0	579.0	564.0	364.0
Rickettsia_prowazekii	212.0	373.0	236.0	366.0
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	269.0	NA	431.0	NA
Synechococcus_sp._WH_8102	617.0	658.0	999.0	983.0
