strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	284.0	165.0	146.0	281.0
Corynebacterium_diphtheriae	247.0	455.0	465.0	270.0
Porphyromonas_gingivalis	511.0	292.0	513.0	287.0
Shigella_flexneri_2a_str._2457T	965.0	547.0	983.0	529.0
Mycobacterium_leprae	358.0	648.0	649.0	360.0
Oceanobacillus_iheyensis	659.0	378.0	664.0	355.0
not	1.0	1.0	1.0	1.0
Enterococcus_faecalis	615.0	338.0	360.0	611.0
Tropheryma_whipplei_str._Twist	115.0	216.0	222.0	129.0
Escherichia_coli_O157_H7	1092.0	1115.0	620.0	626.0
Thermoplasma_acidophilum	260.0	158.0	134.0	267.0
Fibrobacter_succinogenes_subsp._succinogenes_S85	NA	854.0	NA	1490.0
Sulfolobus_tokodaii	555.0	549.0	299.0	319.0
Chromobacterium_violaceum	823.0	814.0	440.0	468.0
Neisseria_meningitidis_serogroup_A	553.0	546.0	320.0	285.0
Neisseria_meningitidis_serogroup_B	613.0	333.0	347.0	605.0
Mycoplasma_pneumoniae	191.0	101.0	112.0	188.0
Bifidobacterium_longum	232.0	236.0	413.0	423.0
Synechocystis_sp._PCC_6803	735.0	403.0	731.0	417.0
Pyrococcus_horikoshii	317.0	184.0	306.0	164.0
Bordetella_parapertussis	839.0	462.0	848.0	477.0
Photorhabdus_luminescens_subsp._laumondii	2636.0	NA	1475.0	NA
Thermotoga_maritima	199.0	368.0	366.0	210.0
Streptococcus_agalactiae_serogroup_V	396.0	222.0	224.0	398.0
Lactobacillus_plantarum	347.0	629.0	350.0	618.0
Listeria_monocytogenes	523.0	288.0	516.0	297.0
Methanosarcina_mazei	865.0	480.0	875.0	490.0
Chlorobaculum_tepidum	252.0	422.0	426.0	220.0
Chlamydophila_caviae	94.0	200.0	127.0	201.0
Solibacter_usitatus_Ellin6076	1938.0	1923.0	1064.0	1124.0
Caenorhabditis_briggsae	2373.0	4204.0	2331.0	4285.0
Prochlorococcus_marinus_str._MIT_9313	268.0	272.0	496.0	495.0
Mycoplasma_mobile_163K	111.0	66.0	111.0	54.0
Mycoplasma_genitalium	93.0	94.0	50.0	50.0
Chlamydia_trachomatis	195.0	194.0	115.0	103.0
Methanopyrus_kandleri	126.0	173.0	269.0	269.0
Pseudomonas_syringae_pv._tomato	1192.0	686.0	1184.0	645.0
Shigella_flexneri	537.0	1016.0	577.0	1020.0
Rhodopseudomonas_palustris	485.0	903.0	904.0	511.0
Gloeobacter_violaceus	488.0	885.0	882.0	499.0
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	390.0	NA	692.0
Rickettsia_conorii	110.0	201.0	113.0	199.0
Leishmania_major	262.0	452.0	236.0	455.0
Thermoplasma_volcanium	163.0	159.0	295.0	289.0
Pseudomonas_aeruginosa	1345.0	1340.0	714.0	754.0
Helicobacter_hepaticus	183.0	334.0	201.0	338.0
Streptococcus_agalactiae_serogroup_III	404.0	211.0	404.0	246.0
Tropheryma_whipplei_TW0827	208.0	112.0	200.0	111.0
Haemophilus_influenzae	212.0	371.0	368.0	195.0
Pasteurella_multocida	418.0	420.0	230.0	241.0
Prochlorococcus_marinus	562.0	325.0	308.0	571.0
Corynebacterium_glutamicum	666.0	390.0	351.0	663.0
Archaeoglobus_fulgidus	467.0	469.0	291.0	241.0
Bacillus_subtilis	758.0	433.0	427.0	763.0
Staphylococcus_aureus_subsp._aureus_N315	521.0	NA	941.0	NA
Corynebacterium_efficiens	551.0	549.0	316.0	304.0
Geobacter_sulfurreducens	678.0	357.0	661.0	390.0
Yersinia_pestis_KIM	952.0	948.0	534.0	509.0
Bacillus_cereus_ATCC_10987	557.0	584.0	1052.0	1047.0
Pseudomonas_putida_KT2440	1088.0	1074.0	620.0	591.0
Sinorhizobium_meliloti	696.0	702.0	379.0	403.0
Lactobacillus_johnsonii	354.0	198.0	201.0	359.0
Chlamydophila_pneumoniae_CWL029	121.0	233.0	224.0	145.0
Streptomyces_coelicolor	730.0	1346.0	767.0	1360.0
Staphylococcus_epidermidis	256.0	246.0	445.0	459.0
Dehalococcoides_ethenogenes_195	163.0	146.0	275.0	280.0
Rickettsia_prowazekii	92.0	177.0	175.0	101.0
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	99.0	NA	185.0	NA
Synechococcus_sp._WH_8102	262.0	471.0	282.0	482.0
Nitrosomonas_europaea	331.0	334.0	592.0	597.0
Mycoplasma_penetrans	126.0	116.0	225.0	227.0
Bacillus_anthracis_str._Ames	483.0	850.0	461.0	846.0
Chlamydophila_pneumoniae_AR39	181.0	279.0	128.0	279.0
Escherichia_coli	1028.0	1033.0	576.0	572.0
Xylella_fastidiosa_Temecula1	298.0	530.0	540.0	308.0
Treponema_denticola	297.0	523.0	277.0	517.0
Helicobacter_pylori_J99	181.0	296.0	303.0	154.0
Bacillus_cereus_ATCC_14579	928.0	515.0	944.0	522.0
Mycobacterium_avium_subsp._paratuberculosis	NA	1654.0	NA	922.0
Sulfolobus_solfataricus	618.0	344.0	335.0	611.0
Lactococcus_lactis_subsp._lactis	455.0	251.0	260.0	455.0
Xanthomonas_axonopodis_pv._citri	452.0	484.0	852.0	839.0
Borrelia_burgdorferi	75.0	136.0	139.0	65.0
Staphylococcus_aureus_subsp._aureus_MW2	537.0	NA	974.0	NA
Bordetella_bronchiseptica	465.0	910.0	902.0	533.0
Mycobacterium_tuberculosis_CDC1551	914.0	504.0	922.0	506.0
Buchnera_aphidicola_Schizaphis_graminum	NA	720.0	NA	399.0
Haemophilus_ducreyi	340.0	174.0	200.0	331.0
Mycobacterium_tuberculosis_H37Rv	421.0	463.0	804.0	803.0
Clostridium_tetani	280.0	227.0	458.0	456.0
Pyrococcus_furiosus	198.0	378.0	375.0	215.0
Acidobacterium_capsulatum_ATCC_51196	380.0	406.0	702.0	703.0
Xanthomonas_campestris_pv._campestris	523.0	494.0	903.0	905.0
Streptococcus_pneumoniae_R6	221.0	412.0	422.0	242.0
Wolinella_succinogenes	199.0	237.0	389.0	387.0
Streptococcus_pyogenes_MGAS315	193.0	365.0	215.0	367.0
Methanosarcina_acetivorans	1321.0	711.0	1341.0	757.0
Streptococcus_pyogenes	314.0	305.0	187.0	156.0
Aquifex_aeolicus	264.0	145.0	266.0	149.0
Clostridium_acetobutylicum	615.0	338.0	336.0	601.0
Desulfovibrio_vulgaris_subsp._vulgaris_str._Hildenborough	NA	715.0	NA	1270.0
Streptococcus_pneumoniae	424.0	429.0	225.0	248.0
Methanococcus_maripaludis	181.0	165.0	315.0	316.0
Cyanidioschyzon_merolae	222.0	390.0	393.0	216.0
Clostridium_perfringens	572.0	323.0	573.0	302.0
Streptococcus_pyogenes_MGAS8232	194.0	227.0	366.0	371.0
Ralstonia_solanacearum	326.0	597.0	335.0	588.0
Ureaplasma_parvum	53.0	51.0	100.0	101.0
Mycoplasma_gallisepticum	110.0	213.0	210.0	121.0
Methanocaldococcus_jannaschii	153.0	318.0	314.0	201.0
Helicobacter_pylori	186.0	170.0	319.0	329.0
Buchnera_aphidicola_Acyrthosiphon_pisum	NA	214.0	NA	117.0
Mycoplasma_mycoides_subsp._mycoides_SC	105.0	205.0	116.0	210.0
Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2	NA	1820.0	NA	1021.0
Escherichia_coli_O157_H7_EDL933	1160.0	1123.0	643.0	643.0
Bordetella_pertussis	441.0	803.0	437.0	808.0
Streptococcus_pyogenes_SSI-1	352.0	197.0	195.0	356.0
Aeropyrum_pernix	263.0	145.0	266.0	152.0
Wolbachia_sp._wMel	152.0	295.0	169.0	297.0
Pyrococcus_abyssi	181.0	321.0	169.0	314.0
Shewanella_oneidensis	572.0	1024.0	1008.0	571.0
Mycobacterium_bovis	793.0	794.0	426.0	449.0
Streptococcus_mutans	195.0	190.0	353.0	354.0
Vibrio_cholerae	770.0	441.0	773.0	428.0
Coxiella_burnetii	404.0	235.0	406.0	206.0
Chlamydophila_pneumoniae_TW-183	225.0	226.0	126.0	134.0
Candidatus_Blochmannia_floridanus	86.0	84.0	45.0	47.0
Pyrobaculum_aerophilum	471.0	251.0	274.0	476.0
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	517.0	NA	294.0	NA
Listeria_monocytogenes_str._4b_F2365	542.0	540.0	304.0	297.0
Listeria_innocua	303.0	551.0	300.0	548.0
Mycoplasma_pulmonis	91.0	157.0	76.0	154.0
Nanoarchaeum_equitans	57.0	56.0	30.0	31.0
Treponema_pallidum	130.0	240.0	146.0	242.0
Streptomyces_avermitilis	873.0	837.0	1560.0	1562.0
Staphylococcus_aureus_subsp._aureus_Mu50	998.0	NA	546.0	NA
Xylella_fastidiosa	308.0	521.0	285.0	530.0
Buchnera_aphidicola_Baizongia_pistaciae	NA	102.0	NA	185.0
Thermoanaerobacter_tengcongensis	294.0	501.0	502.0	265.0
Bradyrhizobium_japonicum	1604.0	854.0	1609.0	919.0
Corynebacterium_glutamicum_ATCC_13032	347.0	620.0	343.0	621.0
Caulobacter_vibrioides	742.0	420.0	419.0	746.0
Onion_yellows_phytoplasma	191.0	191.0	112.0	96.0
Mesorhizobium_loti	1209.0	1205.0	664.0	677.0
Fusobacterium_nucleatum_subsp._nucleatum	NA	706.0	NA	386.0
Bdellovibrio_bacteriovorus	412.0	389.0	707.0	712.0
Yersinia_pestis	964.0	523.0	971.0	558.0
Chlamydia_muridarum	89.0	166.0	94.0	166.0
Salmonella_typhi	489.0	885.0	516.0	895.0
Bacillus_halodurans	459.0	792.0	776.0	415.0
Bacteroides_thetaiotaomicron	687.0	1187.0	658.0	1206.0
Synechococcus_elongatus	456.0	266.0	249.0	462.0
Thermus_thermophilus_HB27	162.0	324.0	315.0	189.0

