strain	ancestor consensus	evolved consensus	ancestor strain	evolved strain
Campylobacter_jejuni	556.0	559.0	561.0	561.0
Shigella_flexneri_2a_str._2457T	1460.0	1364.0	1367.0	1460.0
Porphyromonas_gingivalis	732.0	733.0	781.0	780.0
Corynebacterium_diphtheriae	714.0	727.0	714.0	725.0
Photorhabdus_luminescens_subsp._laumondii	3694.0	NA	3688.0	NA
Oceanobacillus_iheyensis	1165.0	1170.0	1198.0	1193.0
Enterococcus_faecalis	1022.0	1062.0	1024.0	1062.0
Tropheryma_whipplei_str._Twist	298.0	299.0	335.0	336.0
Prochlorococcus_marinus_subsp._pastoris_str._CCMP1986	1182.0	NA	1176.0	NA
Thermoplasma_acidophilum	450.0	450.0	453.0	454.0
Fibrobacter_succinogenes_subsp._succinogenes_S85	2040.0	NA	2044.0	NA
Sulfolobus_tokodaii	1023.0	945.0	1021.0	950.0
Chromobacterium_violaceum	1585.0	1579.0	1547.0	1549.0
Neisseria_meningitidis_serogroup_A	664.0	815.0	816.0	662.0
Neisseria_meningitidis_serogroup_B	815.0	635.0	632.0	819.0
Mycoplasma_pneumoniae	257.0	257.0	298.0	299.0
Bifidobacterium_longum	699.0	709.0	697.0	706.0
Synechocystis_sp._PCC_6803	1089.0	1087.0	1066.0	1066.0
Pyrococcus_horikoshii	503.0	482.0	484.0	502.0
Bordetella_parapertussis	1672.0	1693.0	1690.0	1677.0
Mycobacterium_leprae	1007.0	1068.0	1009.0	1071.0
Thermotoga_maritima	584.0	585.0	572.0	572.0
Streptococcus_agalactiae_serogroup_V	709.0	693.0	690.0	706.0
Lactobacillus_plantarum	973.0	974.0	956.0	959.0
Listeria_monocytogenes	977.0	979.0	983.0	982.0
Helicobacter_pylori	536.0	538.0	566.0	568.0
Methanosarcina_mazei	1383.0	1272.0	1269.0	1379.0
Chlorobaculum_tepidum	607.0	628.0	606.0	629.0
Chlamydophila_caviae	354.0	354.0	356.0	354.0
Solibacter_usitatus_Ellin6076	3199.0	3305.0	3206.0	3296.0
Shigella_flexneri	1473.0	1395.0	1474.0	1394.0
Prochlorococcus_marinus_str._MIT_9313	695.0	687.0	690.0	695.0
Mycoplasma_mobile_163K	331.0	330.0	324.0	321.0
Mycoplasma_genitalium	211.0	195.0	195.0	210.0
Chlamydia_trachomatis	360.0	363.0	360.0	365.0
Methanopyrus_kandleri	552.0	540.0	552.0	542.0
Pseudomonas_syringae_pv._tomato	1998.0	1955.0	1993.0	1959.0
Caenorhabditis_briggsae	5999.0	6007.0	5415.0	5424.0
Rhodopseudomonas_palustris	1809.0	1819.0	1811.0	1813.0
Xanthomonas_campestris_pv._campestris	1655.0	1704.0	1659.0	1708.0
Methanothermobacter_thermautotrophicus_str._Delta_H	NA	1054.0	NA	1052.0
Rickettsia_conorii	428.0	427.0	427.0	430.0
Leishmania_major	652.0	708.0	705.0	654.0
Thermoplasma_volcanium	498.0	510.0	499.0	508.0
Pseudomonas_aeruginosa	2577.0	2506.0	2570.0	2502.0
Helicobacter_hepaticus	590.0	582.0	592.0	579.0
Streptococcus_agalactiae_serogroup_III	739.0	756.0	754.0	737.0
Tropheryma_whipplei_TW0827	325.0	325.0	279.0	279.0
Haemophilus_influenzae	653.0	659.0	653.0	661.0
Pasteurella_multocida	731.0	724.0	730.0	725.0
Prochlorococcus_marinus	805.0	802.0	850.0	846.0
Corynebacterium_glutamicum	1005.0	983.0	981.0	1006.0
Archaeoglobus_fulgidus	663.0	708.0	662.0	707.0
Bacillus_subtilis	1196.0	1195.0	1193.0	1192.0
Staphylococcus_aureus_subsp._aureus_N315	1996.0	NA	2002.0	NA
Corynebacterium_efficiens	1039.0	1023.0	1037.0	1027.0
Geobacter_sulfurreducens	1164.0	1161.0	1137.0	1139.0
Yersinia_pestis_KIM	1423.0	1332.0	1421.0	1331.0
Bacillus_cereus_ATCC_10987	1854.0	1875.0	1857.0	1879.0
Pseudomonas_putida_KT2440	1922.0	1928.0	1909.0	1910.0
Sinorhizobium_meliloti	1243.0	1226.0	1239.0	1223.0
Lactobacillus_johnsonii	650.0	647.0	655.0	657.0
Chlamydophila_pneumoniae_CWL029	372.0	387.0	387.0	374.0
Streptomyces_coelicolor	3293.0	3342.0	3286.0	3330.0
Staphylococcus_epidermidis	896.0	866.0	892.0	869.0
Dehalococcoides_ethenogenes_195	427.0	428.0	432.0	430.0
Rickettsia_prowazekii	418.0	417.0	425.0	426.0
Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	610.0	NA	610.0	NA
Synechococcus_sp._WH_8102	688.0	713.0	713.0	691.0
Nitrosomonas_europaea	812.0	813.0	837.0	838.0
Mycoplasma_penetrans	559.0	555.0	583.0	579.0
Bacillus_anthracis_str._Ames	1732.0	1729.0	1737.0	1733.0
Chlamydophila_pneumoniae_AR39	404.0	405.0	404.0	403.0
Escherichia_coli	1564.0	1505.0	1562.0	1505.0
Xylella_fastidiosa_Temecula1	773.0	823.0	823.0	771.0
Treponema_denticola	950.0	911.0	951.0	912.0
Helicobacter_pylori_J99	543.0	567.0	566.0	543.0
Bacillus_cereus_ATCC_14579	1774.0	1752.0	1755.0	1771.0
Mycobacterium_avium_subsp._paratuberculosis	NA	3478.0	NA	3474.0
Sulfolobus_solfataricus	893.0	986.0	891.0	989.0
Lactococcus_lactis_subsp._lactis	833.0	803.0	802.0	835.0
Xanthomonas_axonopodis_pv._citri	1716.0	1749.0	1720.0	1747.0
