Assembly	scaffolds
# contigs (>= 1000 bp)	335
# contigs (>= 5000 bp)	212
# contigs (>= 10000 bp)	124
# contigs (>= 25000 bp)	32
# contigs (>= 50000 bp)	1
Total length (>= 1000 bp)	3487830
Total length (>= 5000 bp)	3201252
Total length (>= 10000 bp)	2541176
Total length (>= 25000 bp)	1109545
Total length (>= 50000 bp)	61819
# contigs	471
Largest contig	61819
Total length	3579837
Reference length	4641652
GC (%)	50.80
Reference GC (%)	50.79
N50	16762
NG50	11953
N75	9150
NG75	1033
L50	67
LG50	104
L75	140
LG75	329
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	4
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	73.647
Duplication ratio	1.047
# N's per 100 kbp	4056.41
# mismatches per 100 kbp	982.64
# indels per 100 kbp	11.99
Largest alignment	59611
NA50	15076
NGA50	10550
NA75	7995
LA50	72
LGA50	114
LA75	154
