Assembly	scaffolds
# contigs (>= 0 bp)	94
# contigs (>= 1000 bp)	67
# contigs (>= 5000 bp)	49
# contigs (>= 10000 bp)	46
# contigs (>= 25000 bp)	40
# contigs (>= 50000 bp)	27
Total length (>= 0 bp)	4567633
Total length (>= 1000 bp)	4559920
Total length (>= 5000 bp)	4520879
Total length (>= 10000 bp)	4496826
Total length (>= 25000 bp)	4407539
Total length (>= 50000 bp)	3946955
# contigs	73
Largest contig	327051
Total length	4564385
Reference length	4641652
N50	173974
N75	87051
L50	10
L75	20
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	3
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	98.283
Duplication ratio	1.001
# N's per 100 kbp	0.00
# mismatches per 100 kbp	61.22
# indels per 100 kbp	8.46
Largest alignment	327051
NA50	173974
NA75	87051
LA50	10
LA75	20
