Assembly	scaffolds
# contigs (>= 1000 bp)	29
# contigs (>= 5000 bp)	23
# contigs (>= 10000 bp)	23
# contigs (>= 25000 bp)	23
# contigs (>= 50000 bp)	21
Total length (>= 1000 bp)	4600654
Total length (>= 5000 bp)	4594036
Total length (>= 10000 bp)	4594036
Total length (>= 25000 bp)	4594036
Total length (>= 50000 bp)	4540240
# contigs	34
Largest contig	529642
Total length	4604057
Reference length	4641652
GC (%)	50.78
Reference GC (%)	50.79
N50	291704
NG50	291704
N75	242035
NG75	242035
L50	6
LG50	6
L75	10
LG75	10
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	99.145
Duplication ratio	1.000
# N's per 100 kbp	0.65
# mismatches per 100 kbp	447.22
# indels per 100 kbp	0.98
Largest alignment	529642
NA50	291704
NGA50	291704
NA75	240233
NGA75	240233
LA50	6
LGA50	6
LA75	10
LGA75	10
