All statistics are based on contigs of size >= 500 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                           final.contigs
# misassemblies                    1            
    # relocations                  0            
    # translocations               0            
    # inversions                   0            
    # interspecies translocations  1            
# possibly misassembled contigs    0            
# misassembled contigs             1            
Misassembled contigs length        2818         
# local misassemblies              0            
# mismatches                       4003         
# indels                           26           
    # short indels                 25           
    # long indels                  1            
Indels length                      31           
