Assembly	scaffolds
# contigs (>= 1000 bp)	150
# contigs (>= 5000 bp)	109
# contigs (>= 10000 bp)	99
# contigs (>= 25000 bp)	86
# contigs (>= 50000 bp)	64
Total length (>= 1000 bp)	8823885
Total length (>= 5000 bp)	8742657
Total length (>= 10000 bp)	8670492
Total length (>= 25000 bp)	8439598
Total length (>= 50000 bp)	7717920
# contigs	188
Largest contig	431470
Total length	8849415
Reference length	4641652
GC (%)	50.80
Reference GC (%)	50.78
N50	105688
NG50	203564
N75	69219
NG75	147846
L50	22
LG50	8
L75	47
LG75	14
# misassemblies	221
# misassembled contigs	44
Misassembled contigs length	4158295
# local misassemblies	11
# unaligned contigs	0 + 2 part
Unaligned length	390
Genome fraction (%)	98.373
Duplication ratio	1.938
# N's per 100 kbp	0.00
# mismatches per 100 kbp	1300.68
# indels per 100 kbp	1.42
Largest alignment	431470
NA50	58608
NGA50	105224
NA75	25159
NGA75	69219
LA50	40
LGA50	11
LA75	100
LGA75	25
