Assembly	contigs
# contigs (>= 0 bp)	175
# contigs (>= 1000 bp)	104
# contigs (>= 5000 bp)	78
# contigs (>= 10000 bp)	67
# contigs (>= 25000 bp)	51
# contigs (>= 50000 bp)	30
Total length (>= 0 bp)	4567170
Total length (>= 1000 bp)	4549416
Total length (>= 5000 bp)	4495762
Total length (>= 10000 bp)	4408131
Total length (>= 25000 bp)	4149250
Total length (>= 50000 bp)	3409655
# contigs	110
Largest contig	327399
Total length	4553707
Reference length	4641652
GC (%)	50.75
Reference GC (%)	50.79
N50	105830
NG50	105830
N75	48829
NG75	45329
L50	15
LG50	15
L75	31
LG75	32
# misassemblies	4
# misassembled contigs	3
Misassembled contigs length	236556
# local misassemblies	7
# unaligned contigs	0 + 1 part
Unaligned length	24
Genome fraction (%)	98.061
Duplication ratio	1.000
# N's per 100 kbp	0.00
# mismatches per 100 kbp	13.67
# indels per 100 kbp	0.44
Largest alignment	327399
NA50	105830
NGA50	95495
NA75	48829
NGA75	45329
LA50	15
LGA50	16
LA75	32
LGA75	33
