Assembly	final.contigs
# contigs (>= 0 bp)	11885
# contigs (>= 1000 bp)	3176
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	9822447
Total length (>= 1000 bp)	4892284
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	8258
Largest contig	4666
Total length	8493442
Reference length	9714864
N50	1112
N75	772
L50	2566
L75	4859
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	86.218
Duplication ratio	1.052
# N's per 100 kbp	0.00
# mismatches per 100 kbp	76.03
# indels per 100 kbp	0.07
Largest alignment	4666
NA50	1112
NA75	772
LA50	2566
LA75	4859
