Assembly	scaffolds
# contigs (>= 1000 bp)	5
# contigs (>= 5000 bp)	5
# contigs (>= 10000 bp)	5
# contigs (>= 25000 bp)	5
# contigs (>= 50000 bp)	4
Total length (>= 1000 bp)	708709
Total length (>= 5000 bp)	708709
Total length (>= 10000 bp)	708709
Total length (>= 25000 bp)	708709
Total length (>= 50000 bp)	675347
# contigs	5
Largest contig	330092
Total length	708709
Reference length	4641652
GC (%)	50.94
Reference GC (%)	50.78
N50	132730
N75	115163
L50	2
L75	3
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 5 part
Unaligned length	683123
Genome fraction (%)	0.551
Duplication ratio	1.000
# N's per 100 kbp	0.00
# mismatches per 100 kbp	4713.33
# indels per 100 kbp	3.91
Largest alignment	7292
NGA50	-
