All statistics are based on contigs of size >= 500 bp, unless otherwise noted (e.g., "# contigs (>= 0 bp)" and "Total length (>= 0 bp)" include all contigs).

Assembly                           scaffolds
# misassemblies                    1        
    # relocations                  1        
    # translocations               0        
    # inversions                   0        
    # interspecies translocations  0        
# possibly misassembled contigs    0        
# misassembled contigs             1        
Misassembled contigs length        41750    
# local misassemblies              4        
# mismatches                       2807     
# indels                           423      
    # short indels                 422      
    # long indels                  1        
Indels length                      640      
