Assembly	scaffolds
# contigs (>= 0 bp)	4047
# contigs (>= 1000 bp)	271
# contigs (>= 5000 bp)	1
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 0 bp)	1960602
Total length (>= 1000 bp)	363536
Total length (>= 5000 bp)	5609
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	1399
Largest contig	5609
Total length	1127347
Reference length	4641652
N50	812
N75	618
L50	495
L75	892
# misassemblies	8
# misassembled contigs	8
Misassembled contigs length	12509
# local misassemblies	3
# unaligned contigs	138 + 15 part
Unaligned length	125380
Genome fraction (%)	21.527
Duplication ratio	1.003
# N's per 100 kbp	1332.33
# mismatches per 100 kbp	368.10
# indels per 100 kbp	46.64
Largest alignment	5592
NA50	741
NA75	565
LA50	532
LA75	972
