Assembly	scaffolds
# contigs (>= 1000 bp)	982
# contigs (>= 5000 bp)	0
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	1547021
Total length (>= 5000 bp)	0
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	2345
Largest contig	4985
Total length	2520187
Reference length	4641652
GC (%)	50.69
Reference GC (%)	50.79
N50	1180
NG50	594
N75	819
L50	718
LG50	1978
L75	1362
# misassemblies	8
# misassembled contigs	8
Misassembled contigs length	17085
# local misassemblies	1
# unaligned contigs	0 + 22 part
Unaligned length	12184
Genome fraction (%)	53.792
Duplication ratio	1.004
# N's per 100 kbp	734.99
# mismatches per 100 kbp	416.36
# indels per 100 kbp	47.18
Largest alignment	4985
NA50	1162
NGA50	581
NA75	802
LA50	729
LGA50	2013
LA75	1385
