Acidobacterium_capsulatum_ATCC_51196_0970 quast_consensus	['3794']
Acidobacterium_capsulatum_ATCC_51196_ancestor quast_consensus	['3755']
Acidobacterium_capsulatum_ATCC_51196_0970 quast_strain	['3561']
Acidobacterium_capsulatum_ATCC_51196_ancestor quast_strain	['3547']
Aeropyrum_pernix_0970 quast_consensus	['1561']
Aeropyrum_pernix_ancestor quast_consensus	['1592']
Aeropyrum_pernix_0970 quast_strain	['1460']
Aeropyrum_pernix_ancestor quast_strain	['1499']
Aquifex_aeolicus_0970 quast_consensus	['1441']
Aquifex_aeolicus_ancestor quast_consensus	['1425']
Aquifex_aeolicus_0970 quast_strain	['1370']
Aquifex_aeolicus_ancestor quast_strain	['1349']
Archaeoglobus_fulgidus_0970 quast_consensus	['2156']
Archaeoglobus_fulgidus_ancestor quast_consensus	['2140']
Archaeoglobus_fulgidus_0970 quast_strain	['2036']
Archaeoglobus_fulgidus_ancestor quast_strain	['2032']
Bacillus_anthracis_str._Ames_0970 quast_consensus	['4815']
Bacillus_anthracis_str._Ames_ancestor quast_consensus	['4792']
Bacillus_anthracis_str._Ames_ancestor quast_strain	['4485']
Bacillus_anthracis_str._Ames_0970 quast_strain	['4499']
Bacillus_cereus_ATCC_10987_ancestor quast_consensus	['4772']
Bacillus_cereus_ATCC_10987_0970 quast_consensus	['4814']
Bacillus_cereus_ATCC_10987_0970 quast_strain	['4507']
Bacillus_cereus_ATCC_10987_ancestor quast_strain	['4462']
Bacillus_cereus_ATCC_14579_ancestor quast_consensus	['5003']
Bacillus_cereus_ATCC_14579_0970 quast_consensus	['5055']
Bacillus_cereus_ATCC_14579_ancestor quast_strain	['4671']
Bacillus_cereus_ATCC_14579_0970 quast_strain	['4734']
Bacillus_halodurans_0970 quast_consensus	['3840']
Bacillus_halodurans_ancestor quast_consensus	['3699']
Bacillus_halodurans_ancestor quast_strain	['3495']
Bacillus_halodurans_0970 quast_strain	['3629']
Bacillus_subtilis_ancestor quast_consensus	['3646']
Bacillus_subtilis_0970 quast_consensus	['3664']
Bacillus_subtilis_ancestor quast_strain	['3447']
Bacillus_subtilis_0970 quast_strain	['3477']
Bacteroides_thetaiotaomicron_ancestor quast_consensus	['5820']
Bacteroides_thetaiotaomicron_0970 quast_consensus	['5879']
Bacteroides_thetaiotaomicron_ancestor quast_strain	['5489']
Bacteroides_thetaiotaomicron_0970 quast_strain	['5545']
Bdellovibrio_bacteriovorus_0970 quast_consensus	['3462']
Bdellovibrio_bacteriovorus_ancestor quast_consensus	['3497']
Bdellovibrio_bacteriovorus_ancestor quast_strain	['3295']
Bdellovibrio_bacteriovorus_0970 quast_strain	['3312']
Bifidobacterium_longum_0970 quast_consensus	['2070']
Bifidobacterium_longum_ancestor quast_consensus	['2026']
Bifidobacterium_longum_ancestor quast_strain	['1925']
Bifidobacterium_longum_0970 quast_strain	['1940']
Bordetella_bronchiseptica_ancestor quast_consensus	['4800']
Bordetella_bronchiseptica_0970 quast_consensus	['4899']
Bordetella_bronchiseptica_ancestor quast_strain	['4485']
Bordetella_bronchiseptica_0970 quast_strain	['4554']
