Acidobacterium_capsulatum_ATCC_51196_0975 quast_consensus	['81.485']
Acidobacterium_capsulatum_ATCC_51196_ancestor quast_consensus	['81.833']
Acidobacterium_capsulatum_ATCC_51196_0975 quast_strain	['72.956']
Acidobacterium_capsulatum_ATCC_51196_ancestor quast_strain	['73.176']
Aeropyrum_pernix_0975 quast_consensus	['80.987']
Aeropyrum_pernix_ancestor quast_consensus	['81.728']
Aeropyrum_pernix_0975 quast_strain	['72.607']
Aeropyrum_pernix_ancestor quast_strain	['73.938']
Aquifex_aeolicus_0975 quast_consensus	['79.654']
Aquifex_aeolicus_ancestor quast_consensus	['79.487']
Aquifex_aeolicus_0975 quast_strain	['71.854']
Aquifex_aeolicus_ancestor quast_strain	['70.659']
Archaeoglobus_fulgidus_0975 quast_consensus	['81.297']
Archaeoglobus_fulgidus_ancestor quast_consensus	['81.140']
Archaeoglobus_fulgidus_ancestor quast_strain	['72.640']
Archaeoglobus_fulgidus_0975 quast_strain	['73.754']
Bacillus_anthracis_str._Ames_0975 quast_consensus	['80.793']
Bacillus_anthracis_str._Ames_ancestor quast_consensus	['81.509']
Bacillus_anthracis_str._Ames_ancestor quast_strain	['72.289']
Bacillus_anthracis_str._Ames_0975 quast_strain	['70.883']
Bacillus_cereus_ATCC_10987_ancestor quast_consensus	['80.198']
Bacillus_cereus_ATCC_10987_0975 quast_consensus	['79.961']
Bacillus_cereus_ATCC_10987_ancestor quast_strain	['70.726']
Bacillus_cereus_ATCC_10987_0975 quast_strain	['69.856']
Bacillus_cereus_ATCC_14579_ancestor quast_consensus	['80.232']
Bacillus_cereus_ATCC_14579_0975 quast_consensus	['80.893']
Bacillus_cereus_ATCC_14579_0975 quast_strain	['71.427']
Bacillus_cereus_ATCC_14579_ancestor quast_strain	['70.789']
Bacillus_halodurans_0975 quast_consensus	['80.652']
Bacillus_halodurans_ancestor quast_consensus	['78.525']
Bacillus_halodurans_ancestor quast_strain	['70.291']
Bacillus_halodurans_0975 quast_strain	['72.810']
Bacillus_subtilis_ancestor quast_consensus	['81.088']
Bacillus_subtilis_0975 quast_consensus	['81.694']
Bacillus_subtilis_0975 quast_strain	['73.974']
Bacillus_subtilis_ancestor quast_strain	['72.709']
Bacteroides_thetaiotaomicron_ancestor quast_consensus	['80.467']
Bacteroides_thetaiotaomicron_0975 quast_consensus	['81.246']
Bacteroides_thetaiotaomicron_ancestor quast_strain	['72.278']
Bacteroides_thetaiotaomicron_0975 quast_strain	['72.815']
Bdellovibrio_bacteriovorus_0975 quast_consensus	['81.525']
Bdellovibrio_bacteriovorus_ancestor quast_consensus	['82.721']
Bdellovibrio_bacteriovorus_0975 quast_strain	['73.662']
Bdellovibrio_bacteriovorus_ancestor quast_strain	['74.871']
Bifidobacterium_longum_0975 quast_consensus	['80.491']
Bifidobacterium_longum_ancestor quast_consensus	['79.837']
Bifidobacterium_longum_0975 quast_strain	['72.575']
Bifidobacterium_longum_ancestor quast_strain	['70.375']
Bordetella_bronchiseptica_ancestor quast_consensus	['79.453']
Bordetella_bronchiseptica_0975 quast_consensus	['80.278']
Bordetella_bronchiseptica_ancestor quast_strain	['69.356']
Bordetella_bronchiseptica_0975 quast_strain	['69.447']
Bordetella_parapertussis_0975 quast_consensus	['81.383']
Bordetella_parapertussis_ancestor quast_consensus	['80.453']
Bordetella_parapertussis_0975 quast_strain	['70.620']
Bordetella_parapertussis_ancestor quast_strain	['70.100']
Bordetella_pertussis_0975 quast_consensus	['76.762']
Bordetella_pertussis_ancestor quast_consensus	['74.412']
Bordetella_pertussis_0975 quast_strain	['67.519']
Bordetella_pertussis_ancestor quast_strain	['64.725']
Borrelia_burgdorferi_ancestor quast_consensus	['79.593']
Borrelia_burgdorferi_0975 quast_consensus	['78.803']
Borrelia_burgdorferi_ancestor quast_strain	['69.834']
Borrelia_burgdorferi_0975 quast_strain	['66.084']
Bradyrhizobium_japonicum_ancestor quast_consensus	['81.143']
Bradyrhizobium_japonicum_0975 quast_consensus	['80.540']
Bradyrhizobium_japonicum_ancestor quast_strain	['71.897']
Bradyrhizobium_japonicum_0975 quast_strain	['71.239']
Buchnera_aphidicola_Acyrthosiphon_pisum_ancestor quast_consensus	['90.975']
Buchnera_aphidicola_Acyrthosiphon_pisum_ancestor quast_strain	['90.975']
Buchnera_aphidicola_Baizongia_pistaciae_0975 quast_consensus	['90.044']
Buchnera_aphidicola_Baizongia_pistaciae_0975 quast_strain	['90.044']
Buchnera_aphidicola_Schizaphis_graminum_0975 quast_consensus	['85.819']
Buchnera_aphidicola_Schizaphis_graminum_0975 quast_strain	['85.819']
Caenorhabditis_briggsae_ancestor quast_consensus	['72.596']
Caenorhabditis_briggsae_0975 quast_consensus	['76.081']
Caenorhabditis_briggsae_ancestor quast_strain	['64.610']
Caenorhabditis_briggsae_0975 quast_strain	['67.578']
