Assembly	final.contigs
# contigs (>= 1000 bp)	1903
# contigs (>= 5000 bp)	25
# contigs (>= 10000 bp)	0
# contigs (>= 25000 bp)	0
# contigs (>= 50000 bp)	0
Total length (>= 1000 bp)	3680299
Total length (>= 5000 bp)	148024
Total length (>= 10000 bp)	0
Total length (>= 25000 bp)	0
Total length (>= 50000 bp)	0
# contigs	3295
Largest contig	8401
Total length	4695961
Reference length	4857432
GC (%)	52.20
Reference GC (%)	52.22
N50	1707
NG50	1648
N75	1077
NG75	1017
L50	885
LG50	933
L75	1751
LG75	1867
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	0
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	92.970
Duplication ratio	1.040
# N's per 100 kbp	0.00
# mismatches per 100 kbp	15.28
# indels per 100 kbp	0.00
Largest alignment	8401
NA50	1707
NGA50	1648
NA75	1077
NGA75	1017
LA50	885
LGA50	933
LA75	1751
LGA75	1867
