Assembly	contigs
# contigs (>= 0 bp)	124
# contigs (>= 1000 bp)	75
# contigs (>= 5000 bp)	55
# contigs (>= 10000 bp)	52
# contigs (>= 25000 bp)	43
# contigs (>= 50000 bp)	29
Total length (>= 0 bp)	4571405
Total length (>= 1000 bp)	4555619
Total length (>= 5000 bp)	4511954
Total length (>= 10000 bp)	4487882
Total length (>= 25000 bp)	4354426
Total length (>= 50000 bp)	3852088
# contigs	87
Largest contig	327173
Total length	4563963
Reference length	4641652
GC (%)	50.75
Reference GC (%)	50.79
N50	133050
NG50	133050
N75	78649
NG75	67374
L50	12
LG50	12
L75	22
LG75	23
# misassemblies	0
# misassembled contigs	0
Misassembled contigs length	0
# local misassemblies	7
# unaligned contigs	0 + 0 part
Unaligned length	0
Genome fraction (%)	98.293
Duplication ratio	1.000
# N's per 100 kbp	0.00
# mismatches per 100 kbp	1.93
# indels per 100 kbp	0.20
Largest alignment	327173
NA50	133050
NGA50	133050
NA75	78649
NGA75	67374
LA50	12
LGA50	12
LA75	22
LGA75	23
